practice_code_standardised,ocs_months_observed,gpad_months_observed,months_with_denominator,annual_patient_month_exposure,mean_monthly_list_size,maximum_percentage_monthly_change,ocs_annual_total_submissions,ocs_annual_clinical_submissions,ocs_annual_administrative_submissions,ocs_annual_other_unknown_submissions,ocs_submissions_per_1000_patient_months,ocs_clinical_share,ocs_administrative_share,ocs_other_unknown_share,ocs_component_reconciliation_difference,ocs_mean_absolute_monthly_rate_change,gpad_annual_total_appointments,gpad_annual_attended,gpad_annual_dna,gpad_annual_status_unknown,gpad_annual_face_to_face,gpad_annual_telephone,gpad_annual_video_online,gpad_annual_home_visit,gpad_annual_mode_unknown,gpad_annual_mode_other,gpad_annual_same_day,gpad_annual_1_day,gpad_annual_2_to_7_days,gpad_annual_8_to_14_days,gpad_annual_15_to_21_days,gpad_annual_22_to_28_days,gpad_annual_over_28_days,gpad_annual_over_14_days,gpad_annual_booking_unknown,gpad_annual_booking_other,gpad_appointments_per_1000_patient_months,gpad_dna_share,gpad_face_to_face_share,gpad_telephone_share,gpad_same_day_share,gpad_1_day_share,gpad_2_to_7_days_share,gpad_1_to_7_days_share,gpad_8_to_14_days_share,gpad_within_7_days_share,gpad_over_14_days_share,gpad_mean_absolute_monthly_rate_change,gpad_status_reconciliation_difference,gpad_mode_reconciliation_difference,gpad_booking_reconciliation_difference
J83064,12,12,12,147133.0,12261.083333333334,0.4314204314204314,17587.0,14144.0,3443.0,0.0,119.53130840803898,0.8042303974526639,0.1957696025473361,0.0,0.0,8.422472712793093,74965,70024,1948,2993,42917,7723,16588,0,7737,0,35165,2354,17806,9523,3467,2507,4111,10085,32,0,509.50500567513745,0.025985459881277928,0.572493830454212,0.10302140999132929,0.46908557326752487,0.0314013206162876,0.23752417794970987,0.26892549856599746,0.1270326152204362,0.7380110718335223,0.13452944707530182,58.22122559205179,0,0,0
J83601,12,12,12,50148.0,4179.0,0.5556897801401305,36.0,12.0,24.0,0.0,0.7178750897343862,0.3333333333333333,0.6666666666666666,0.0,0.0,0.28360631145359444,35989,33970,422,1597,18136,16716,615,181,341,0,15002,2422,8765,4962,2178,1193,1463,4834,4,0,717.655739012523,0.011725805107116063,0.5039317569257273,0.46447525632832254,0.4168495929311734,0.06729834115979882,0.2435466392508822,0.31084498041068104,0.13787546194670594,0.7276945733418545,0.13431881963933423,78.55978438681676,0,0,0
J83603,12,12,12,58511.0,4875.916666666667,0.5104124132298897,15.0,9.0,6.0,0.0,0.25636205158004477,0.6,0.4,0.0,0.0,0.168443868515591,24839,23027,609,1203,20282,2287,1751,77,442,0,7387,1142,4555,7133,2973,1270,374,4617,5,0,424.5184666131155,0.02451789524538025,0.816538507991465,0.09207294979669069,0.29739522525061396,0.04597608599380007,0.18338097346914126,0.22935705946294133,0.2871693707476146,0.5267522847135553,0.18587704819034584,50.91153363595227,0,0,0
J83609,12,12,12,41936.0,3494.6666666666665,0.5489742848887604,214.0,131.0,83.0,0.0,5.103014116749332,0.6121495327102804,0.3878504672897196,0.0,0.0,1.346341635122393,20228,15879,367,3982,16299,3303,176,0,450,0,4074,933,2962,4951,1744,964,4594,7302,6,0,482.3540633346051,0.018143167886098478,0.805764287126755,0.1632885109748863,0.20140399446312043,0.0461241842989915,0.1464306901324896,0.19255487443148112,0.24475973897567727,0.3939588688946015,0.3609847735811746,72.39097761327943,0,0,0
J83615,12,12,12,41843.0,3486.9166666666665,0.3157290470723306,9.0,9.0,0.0,0.0,0.21508974021939153,1.0,0.0,0.0,0.0,0.26114495224878065,26864,24590,463,1811,21419,3358,1364,0,723,0,7665,1717,5585,4020,2979,2054,2836,7869,8,0,642.0189756948594,0.017234961286480048,0.7973123883263847,0.125,0.28532608695652173,0.0639145324597975,0.20789904705181655,0.27181357951161406,0.14964264443120906,0.5571396664681358,0.29291989279332936,115.07632516370471,0,0,0
J83618,12,12,12,40891.0,3407.5833333333335,0.5827505827505828,130.0,91.0,39.0,0.0,3.179183683451126,0.7,0.3,0.0,0.0,1.2836608473328643,24640,22457,620,1563,13267,9681,1192,111,389,0,9864,1242,3501,3678,1667,1265,3418,6350,5,0,602.5775843095057,0.025162337662337664,0.5384334415584415,0.39289772727272726,0.4003246753246753,0.050405844155844155,0.14208603896103897,0.19249188311688312,0.14926948051948052,0.5928165584415584,0.257711038961039,100.61200863436716,0,0,0
J83619,12,12,12,39932.0,3327.6666666666665,0.578386605783866,3.0,2.0,1.0,0.0,0.07512771711910247,0.6666666666666666,0.3333333333333333,0.0,0.0,0.13750572605506337,32459,29926,510,2023,30293,685,227,0,1254,0,12251,4674,7284,4412,1691,867,1244,3802,36,0,812.8568566563157,0.015712129147539975,0.9332696632675067,0.021103546011891926,0.37742998860100435,0.1439970424227487,0.22440617394251208,0.36840321636526074,0.13592532117440465,0.7458332049662652,0.11713238239009212,130.08710672401,0,0,0
J83625,12,12,12,100387.0,8365.583333333334,0.25095602294455066,252.0,27.0,225.0,0.0,2.5102851962903565,0.10714285714285714,0.8928571428571429,0.0,0.0,0.5100239112353254,43247,40760,945,1542,27149,12352,1616,1041,1089,0,18909,1764,6139,5769,4030,3653,2980,10663,3,0,430.8027931903533,0.021851226674682638,0.6277660878211205,0.2856151871806137,0.437232640414364,0.04078895645940759,0.14195204291627164,0.18274099937567923,0.1333965361759197,0.6199736397900433,0.24656045506046662,63.052852313185895,0,0,0
J83633,12,12,12,123765.0,10313.75,0.6787998032464339,38.0,19.0,19.0,0.0,0.30703349088999315,0.5,0.5,0.0,0.0,0.14967741048721125,53451,47845,2416,3190,46394,5032,868,10,1147,0,13423,2406,8063,7778,9166,5983,6625,21774,7,0,431.8749242516059,0.04520027688911339,0.8679725355933472,0.09414229855381565,0.25112720061364613,0.04501318965033395,0.15084844062786476,0.1958616302781987,0.14551645432265065,0.4469888308918449,0.40736375371835887,49.67053969270228,0,0,0
J83645,12,12,12,52059.0,4338.25,0.7653061224489796,357.0,9.0,348.0,0.0,6.857603872529245,0.025210084033613446,0.9747899159663865,0.0,0.0,2.7094175036735977,22222,19786,1191,1245,17466,3165,875,0,716,0,5386,1438,5940,8592,424,356,86,866,0,0,426.86182984690447,0.053595535955359555,0.7859778597785978,0.14242642426424265,0.24237242372423723,0.06471064710647106,0.2673026730267303,0.33201332013320134,0.3866438664386644,0.5743857438574386,0.03897038970389704,62.62326074870791,0,0,0
J83646,12,12,12,92652.0,7721.0,0.6594259115593484,453.0,47.0,406.0,0.0,4.889263048827872,0.10375275938189846,0.8962472406181016,0.0,0.0,2.309948800256478,31829,28319,1577,1933,25586,3504,1548,0,1191,0,7777,2640,7935,12508,523,395,50,968,1,0,343.5327893623451,0.0495460114989475,0.8038581168117126,0.11008828426906281,0.24433692544534857,0.08294322787395143,0.24930095196204718,0.33224417983599863,0.39297495994219106,0.5765811052813472,0.030412516887115524,35.93312778064665,0,0,0
J84003,12,12,12,98182.0,8181.833333333333,0.2204261572373255,9305.0,7977.0,1328.0,0.0,94.77297264264325,0.8572810317033853,0.14271896829661473,0.0,0.0,30.096646157233227,55853,48981,2231,4641,44381,3827,4360,206,3079,0,17260,4043,8505,6468,4545,3618,11382,19545,32,0,568.8720946813062,0.039944139079369056,0.7946036918339212,0.0685191484790432,0.3090254775929673,0.07238644298426226,0.15227472114300036,0.2246611641272626,0.11580398546183732,0.5336866417202298,0.34993644029864107,60.613707022486864,0,0,0
J84004,12,12,12,105126.0,8760.5,0.3657560864098754,10258.0,7372.0,2886.0,0.0,97.57814432205163,0.7186586079157731,0.2813413920842269,0.0,0.0,15.376608238621914,92906,82618,2985,7303,56342,3197,19712,0,13655,0,29246,12752,20306,13621,6998,4279,5697,16974,7,0,883.7585373741986,0.032129248918261466,0.6064409187781198,0.034411125223344025,0.31479129442662473,0.13725701246421113,0.2185650011839924,0.35582201364820354,0.14661055260155426,0.6706133080748283,0.18270079435127978,65.54241810748569,0,0,0
J84005,12,12,12,102237.0,8519.75,0.48928238583411,15696.0,13364.0,2332.0,0.0,153.52563162064615,0.851427115188583,0.14857288481141692,0.0,0.0,33.0823391822869,47379,43673,1717,1989,36367,6692,44,3339,937,0,13537,3815,8661,7111,5229,4585,4427,14241,14,0,463.4232225123977,0.036239684248295656,0.7675763523924102,0.1412440110597522,0.285717300913907,0.08052090588657422,0.18280250744000506,0.26332341332657927,0.1500875915489985,0.5490407142404863,0.3005762046476287,40.04487593049526,0,0,0
J84007,12,12,12,79004.0,6583.666666666667,0.30413625304136255,1958.0,1210.0,748.0,0.0,24.783555263024656,0.6179775280898876,0.38202247191011235,0.0,0.0,3.7910493711873907,55445,47513,1934,5998,44911,8002,141,224,2167,0,13607,1948,7332,6480,6761,6131,13135,26027,51,0,701.7999088653739,0.034881414013887634,0.8100099197402831,0.14432320317431688,0.24541437460546486,0.035133916493822706,0.13223915592028135,0.16737307241410404,0.11687257642708991,0.41278744701956893,0.4694201460907205,67.5383057428355,0,0,0
J84008,12,12,12,64978.0,5414.833333333333,0.5379335930254127,2900.0,2061.0,839.0,0.0,44.63049031980055,0.7106896551724138,0.2893103448275862,0.0,0.0,7.739962896668643,34260,31136,1441,1683,26000,7333,207,55,665,0,5887,3181,13290,6842,1730,1070,2251,5051,9,0,527.2553787435747,0.04206071220081728,0.7589025102159953,0.21403969643899592,0.1718330414477525,0.0928488032691185,0.38791593695271454,0.480764740221833,0.19970811441914768,0.6525977816695855,0.1474314068884997,62.35706439621735,0,0,0
J84012,12,12,12,175775.0,14647.916666666666,0.2798252798252798,10795.0,7917.0,2878.0,0.0,61.413739155169964,0.7333950903195924,0.2666049096804076,0.0,0.0,9.190965559071985,158482,139481,7556,11445,117727,23208,5885,93,11569,0,55281,14822,30876,15765,15146,12158,14417,41721,17,0,901.6185464372066,0.047677338751403946,0.7428414583359625,0.14643934326926716,0.3488156383690261,0.09352481669842631,0.19482338688305295,0.2883482035814793,0.09947501924508777,0.6371638419505055,0.263253871102081,117.84736898532152,0,0,0
J84013,12,12,12,324989.0,27082.416666666668,0.15122455001475363,32290.0,22184.0,10106.0,0.0,99.35720901322814,0.6870238463920718,0.31297615360792813,0.0,0.0,37.83798356092721,212629,189996,7898,14735,132136,60462,7477,3160,9394,0,54795,16514,41629,23694,20014,21194,34778,75986,11,0,654.2652212844127,0.03714450992103617,0.6214392204261884,0.2843544389523536,0.25770238302395254,0.07766579347125745,0.1957823250826557,0.27344811855391316,0.11143352976310851,0.5311505015778657,0.35736423535830014,71.23135531461493,0,0,0
J84015,12,12,12,186381.0,15531.75,0.18028459210611036,18710.0,16098.0,2612.0,0.0,100.38576893567478,0.8603955104222341,0.1396044895777659,0.0,0.0,26.791430999925634,117167,92829,11420,12918,89018,16862,4746,0,6541,0,25804,7630,21593,16747,12888,12013,20464,45365,28,0,628.6424045369431,0.09746771701929724,0.759753172821699,0.14391424206474518,0.22023265936654518,0.06512072511884746,0.1842925055689742,0.24941323068782167,0.14293273703346504,0.46964589005436685,0.3871823977741173,72.61933530316439,0,0,0
J84016,12,12,12,77936.0,6494.666666666667,0.35477402437143296,5200.0,4272.0,928.0,0.0,66.72141244097722,0.8215384615384616,0.17846153846153845,0.0,0.0,7.933709362885342,63755,58385,1624,3746,37055,15715,2561,445,7979,0,25616,3896,7493,7516,6436,7482,5272,19190,44,0,818.0430096489428,0.025472511959846286,0.5812093169163203,0.24649047133558152,0.40178809505136853,0.06110893263273469,0.11752803701670457,0.17863696964943926,0.11788879303584032,0.5804250647008078,0.3009960003137009,98.02691777574195,0,0,0
J84017,12,12,12,102454.0,8537.833333333334,0.39985887333882153,5715.0,4594.0,1121.0,0.0,55.78113104417592,0.8038495188101488,0.19615048118985126,0.0,0.0,14.005337590454353,51711,43776,3689,4246,30538,11454,5816,977,2926,0,13148,4344,8724,7288,6898,5025,6263,18186,21,0,504.7240712905304,0.07133878671849317,0.5905513333720098,0.22150026106631085,0.2542592485157897,0.08400533735568834,0.16870685154029125,0.2527121888959796,0.14093713136469996,0.5069714374117693,0.35168532807333064,41.194848987312575,0,0,0
J84019,12,12,12,132993.0,11082.75,0.2709048221058335,6321.0,5218.0,1103.0,0.0,47.52881730617401,0.8255022939408322,0.17449770605916784,0.0,0.0,5.675467557691529,108887,100962,2670,5255,71450,30802,585,471,5579,0,42328,7163,21354,15672,8456,5837,8035,22328,42,0,818.7423398223966,0.024520833524663183,0.6561848521862114,0.28288041731336155,0.38873327394454804,0.06578379420867504,0.19611156520062084,0.26189535940929587,0.1439290273402702,0.6506286333538439,0.20505661832909347,96.584555224017,0,0,0
K81001,12,12,12,187740.0,15645.0,0.7759333460535521,49455.0,35667.0,13788.0,0.0,263.4228187919463,0.7212010919017289,0.2787989080982712,0.0,0.0,26.55851541517601,84842,80214,2657,1971,35689,26194,22763,1,195,0,51771,2634,8067,9065,8727,2797,1777,13301,4,0,451.912219026313,0.03131703637349426,0.42065250701303597,0.3087385964498715,0.6102048513707833,0.031045944225737254,0.09508262417199029,0.12612856839772754,0.10684566606162042,0.7363334197685109,0.15677376770938922,42.544476762374885,0,0,0
K81002,12,12,12,184840.0,15403.333333333334,0.7190952474341374,30737.0,22364.0,8373.0,0.0,166.28976412032029,0.7275921527800371,0.2724078472199629,0.0,0.0,43.640302916414356,72901,60681,4703,7517,45524,15539,10903,874,61,0,27876,4875,12690,8165,7360,6792,4503,18655,640,0,394.40056264877734,0.06451214660978588,0.6244633132604491,0.21315208296182495,0.3823815859864748,0.06687151067886586,0.17407168625944774,0.24094319693831362,0.11200120711650045,0.6233247829247884,0.25589498086446,54.562789513510445,0,0,0
K81003,12,12,12,189190.0,15765.833333333334,0.4978886998172307,19669.0,8.0,4.0,19657.0,103.96426872456261,0.00040673140474858916,0.00020336570237429458,0.9993899028928771,0.0,24.32800854434935,71467,65985,3162,2320,61405,9414,0,648,0,0,19533,4802,15037,11292,8230,9122,3418,20770,33,0,377.7525239177546,0.04424419662221725,0.8592077462325269,0.13172513187904908,0.2733149565533743,0.06719185078427806,0.21040480221640756,0.2775966530006856,0.1580029943890187,0.5509116095540599,0.29062364447927014,29.062398424392597,0,0,0
K81004,12,12,12,174443.0,14536.916666666666,0.25441793302619814,24611.0,0.0,0.0,24611.0,141.0833338110443,0.0,0.0,1.0,0.0,35.73642899299228,92147,77733,4933,9481,52023,28392,9335,1309,1088,0,38755,4895,13494,12752,9373,6341,6047,21761,490,0,528.2355841163017,0.05353402715226757,0.5645653141176599,0.308116379263568,0.4205779895167504,0.053121642592813656,0.14643992750713533,0.199561570099949,0.13838757637253518,0.6201395596166994,0.23615527363885966,60.02478127420489,0,0,0
K81007,12,12,12,67806.0,5650.5,2.4915465385299878,1478.0,1120.0,358.0,0.0,21.79748104887473,0.7577807848443843,0.2422192151556157,0.0,0.0,17.76661999710327,22492,20479,1468,545,13679,6724,2078,11,0,0,8248,1948,7343,3205,905,459,362,1726,22,0,331.7110580184644,0.06526765072025609,0.6081717944157923,0.29895073804019207,0.3667081629023653,0.0866085719366886,0.32647163435888316,0.41308020629557174,0.14249510937222123,0.779788369197937,0.07673839587408857,28.019619843920943,0,0,0
K81010,12,12,12,86411.0,7200.916666666667,0.4691596522699048,8894.0,6523.0,2371.0,0.0,102.92671071970004,0.7334157859230942,0.2665842140769058,0.0,0.0,22.53036394891538,41756,38448,1762,1546,12197,19255,9589,297,418,0,20960,1410,4830,6429,4168,2134,1802,8104,23,0,483.2255152700466,0.042197528498898365,0.2921017338825558,0.46113133441900567,0.5019637896350225,0.03376760226075295,0.11567199923364307,0.14943960149439603,0.15396589711658204,0.6514033911294185,0.1940798927100297,42.945078265107185,0,0,0
K81012,12,12,12,146441.0,12203.416666666666,0.20545693622616698,41319.0,8815.0,4270.0,28234.0,282.1545878544943,0.21334010987681212,0.10334228805150172,0.6833176020716861,0.0,33.72097176052525,93646,90139,1083,2424,91110,2363,0,173,0,0,46970,8210,11267,8610,6965,5964,5659,18588,1,0,639.4793807745099,0.01156482925058198,0.972919291801038,0.025233325502424023,0.5015697413664225,0.08767058924033061,0.12031480255430024,0.20798539179463085,0.09194199431903124,0.7095551331610533,0.19849219400721868,85.3529945641813,0,0,0
K81014,12,12,12,244975.0,20414.583333333332,0.41961454013173943,31547.0,17764.0,13783.0,0.0,128.77640575568935,0.563096332456335,0.436903667543665,0.0,0.0,24.374785047174843,111667,99247,4106,8314,73435,35313,0,2919,0,0,40635,6588,16983,19362,11783,7441,8873,28097,2,0,455.8301867537504,0.03677003949241943,0.657624902612231,0.3162348769108152,0.3638944361360115,0.05899683881540652,0.15208611317578155,0.21108295199118807,0.17339052719245615,0.5749773881271997,0.25161417428604693,36.04454639772188,0,0,0
K81015,12,12,12,43075.0,3589.5833333333335,0.9389671361502347,724.0,555.0,169.0,0.0,16.807893209518284,0.7665745856353591,0.23342541436464087,0.0,0.0,5.056402826330701,16579,16073,361,145,13885,2636,0,58,0,0,7133,2107,2718,3359,822,309,130,1261,1,0,384.8868253047011,0.02177453404909826,0.837505277761023,0.15899632064660113,0.4302430785934013,0.12708848543337958,0.16394233669099464,0.29103082212437426,0.2026057060136317,0.7212739007177755,0.07606007599975873,40.5263432599593,0,0,0
K81017,12,12,12,173983.0,14498.583333333334,0.4436126706869065,17313.0,14682.0,2631.0,0.0,99.50972221423932,0.8480332697972621,0.15196673020273782,0.0,0.0,14.356280074850451,113551,105966,2484,5101,53717,11066,47685,558,525,0,66980,3793,13018,7001,5385,8060,9306,22751,8,0,652.655719236937,0.02187563297549119,0.47306496640276174,0.09745400745039674,0.5898671081716585,0.033403492703719034,0.11464452096414827,0.1480480136678673,0.06165511532263036,0.7379151218395259,0.2003593099136071,96.94226097383799,0,0,0
K81018,12,12,12,123313.0,10276.083333333334,0.6634793638403746,5838.0,4401.0,1437.0,0.0,47.342940322593726,0.7538540596094553,0.24614594039054472,0.0,0.0,7.775177686649781,49411,42598,1670,5143,27364,10241,11353,191,262,0,19293,3422,14817,7456,2274,1349,590,4213,210,0,400.6957903870638,0.033798142114104146,0.5538038088684706,0.2072615409524195,0.3904596142559349,0.06925583372123616,0.2998724980267552,0.36912833174799137,0.15089757341482665,0.7595879460039262,0.08526441480641962,36.80750769171371,0,0,0
K81019,12,12,12,69788.0,5815.666666666667,1.2957450534057082,3497.0,2232.0,1265.0,0.0,50.10890124376684,0.6382613668859022,0.3617386331140978,0.0,0.0,6.259193336336683,47438,43632,2589,1217,17081,30281,0,74,2,0,27247,3270,9340,4092,1504,1178,799,3481,8,0,679.7443686593683,0.054576499852438974,0.36006998608710317,0.6383279227623424,0.5743707576204731,0.06893207976727518,0.1968885703444496,0.2658206501117248,0.08625996036932417,0.8401914077321978,0.07337999072473544,61.63334408091653,0,0,0
K81020,12,12,12,229188.0,19099.0,1.0243010190749935,13438.0,11376.0,2062.0,0.0,58.63308724715081,0.8465545468075607,0.15344545319243935,0.0,0.0,10.182009670140214,83307,76114,3529,3664,45150,37451,0,457,249,0,41198,3862,17653,11256,6797,1847,690,9334,4,0,363.48761715273054,0.04236138619803858,0.5419712629190824,0.4495540590826701,0.4945322721980146,0.04635864933318929,0.2119029613357821,0.2582616106689714,0.13511469624401312,0.752793882866986,0.11204340571620632,34.319417611055435,0,0,0
K81021,12,12,12,121336.0,10111.333333333334,0.23750618505690252,5938.0,4787.0,1151.0,0.0,48.93848486846443,0.8061636914786123,0.19383630852138767,0.0,0.0,7.8988284112970115,61835,57351,2486,1998,32804,27842,1013,147,29,0,28204,5481,15244,9251,2495,851,307,3653,2,0,509.61792048526405,0.04020376809250425,0.5305086116277189,0.45026279615104714,0.4561170857928358,0.08863912023934664,0.24652704778846932,0.33516616802781596,0.1496078272822835,0.7912832538206518,0.05907657475539743,39.9840040121254,0,0,0
K81022,12,12,12,347442.0,28953.5,0.5382279878553685,19748.0,18200.0,1548.0,0.0,56.838263652638425,0.9216123151711566,0.07838768482884342,0.0,0.0,11.726789605002438,118496,94450,3350,20696,75018,33483,46,4019,5930,0,57041,13063,17470,9282,8107,7483,5921,21511,129,0,341.05260734165705,0.028270996489332973,0.6330846610856062,0.28256650013502566,0.48137489873075884,0.11024000810153929,0.14743113691601403,0.25767114501755334,0.07833175803402646,0.7390460437483122,0.1815335538752363,46.56876305437613,0,0,0
K81024,12,12,12,281923.0,23493.583333333332,0.921718254308497,9842.0,7917.0,1925.0,0.0,34.91024144890626,0.8044096728307255,0.19559032716927455,0.0,0.0,5.945875587187519,140122,127394,7959,4769,77699,59303,3,1730,1387,0,70290,11660,34597,17184,4192,1169,823,6184,207,0,497.02223656814095,0.0568005024193203,0.554509641598036,0.42322404761564925,0.5016342901186109,0.08321319992577897,0.2469062673955553,0.33011946732133424,0.1226359886384722,0.8317537574399452,0.044132969840567506,50.35463636004216,0,0,0
K81025,12,12,12,233557.0,19463.083333333332,0.5942845330990647,7363.0,317.0,202.0,6844.0,31.525494847082296,0.04305310335461089,0.02743446964552492,0.9295124269998641,0.0,9.789228032785273,98045,91520,4265,2260,88411,8249,83,1097,205,0,43324,7053,18226,10854,6678,5687,6221,18586,2,0,419.7904580038278,0.04350043347442501,0.9017389973991534,0.08413483604467337,0.44187872915497983,0.07193635575501045,0.18589423224029783,0.2578305879953083,0.11070426844816156,0.6997093171502882,0.1895660156050793,48.21640896820556,0,0,0
K81026,12,12,12,96437.0,8036.416666666667,1.1394941147007263,2649.0,1629.0,1020.0,0.0,27.46871014237274,0.6149490373725934,0.38505096262740657,0.0,0.0,23.063087676160553,51270,47517,1944,1809,36815,7672,6746,37,0,0,18079,10158,17634,3746,783,391,420,1594,59,0,531.642419403341,0.03791691047396138,0.7180612443924322,0.1496391652038229,0.3526233664911254,0.1981275599765945,0.34394382679929786,0.5420713867758924,0.0730641700799688,0.8946947532670178,0.031090306221962162,46.0633332759734,0,0,0
K81027,12,12,12,134712.0,11226.0,0.7007273372361185,140.0,41.0,99.0,0.0,1.0392541124769878,0.29285714285714287,0.7071428571428572,0.0,0.0,0.5189894148657666,56270,49802,2441,4027,32950,19507,3013,790,10,0,23148,2261,7646,6718,6891,7096,2509,16496,1,0,417.70592077914364,0.043380131508796875,0.585569575262129,0.34666785143060247,0.41137373378354364,0.04018126888217523,0.1358805757952728,0.176061844677448,0.11938866180913453,0.5874355784609916,0.29315798827083706,52.80150607954549,0,0,0
K81028,12,12,12,109186.0,9098.833333333334,0.714207229974728,11418.0,8535.0,2883.0,0.0,104.57384646383235,0.7475039411455596,0.2524960588544404,0.0,0.0,12.916049358739889,47408,43810,1432,2166,17368,16920,12107,572,441,0,24598,1866,7701,7495,3411,1432,863,5706,42,0,434.1948601469053,0.030205872426594668,0.36635167060411744,0.3569017887276409,0.5188575767802902,0.039360445494431316,0.16244093823827202,0.20180138373270334,0.15809568005399932,0.7206589605129936,0.12035943300708742,30.730255918780777,0,0,0
K81030,12,12,12,486168.0,40514.0,0.1259259259259259,44012.0,34499.0,9513.0,0.0,90.5283770219348,0.7838544033445424,0.2161455966554576,0.0,0.0,27.461752691340447,278463,237475,32480,8508,120289,156375,3,1796,0,0,127626,18171,42338,32294,27707,18514,11783,58004,30,0,572.7711408402034,0.11664027177757907,0.43197480455213083,0.5615647321188093,0.4583230088018875,0.06525462987901445,0.1520417434273135,0.21729637330632795,0.11597231948230106,0.6756193821082155,0.2083005641683096,64.37930477631731,0,0,0
K81034,12,12,12,143388.0,11949.0,1.2996877373618028,4191.0,2775.0,1416.0,0.0,29.228387312745838,0.6621331424481031,0.33786685755189694,0.0,0.0,5.124929065882221,50697,45362,2871,2464,28007,21178,1393,6,113,0,27235,5973,12107,3843,1039,361,119,1519,20,0,353.56515189555614,0.05663056985620451,0.5524390003353256,0.4177367497090558,0.5372112748288853,0.11781762234451743,0.23881097500838314,0.35662859735290053,0.0758033019705308,0.893839872181786,0.02996232518689469,35.75820546847971,0,0,0
K81036,12,12,12,145784.0,12148.666666666666,0.44591246903385634,6211.0,4426.0,1785.0,0.0,42.604126653130656,0.7126066655933022,0.2873933344066978,0.0,0.0,5.100558643950702,45223,37309,2410,5504,35302,5531,0,916,3474,0,16706,2407,7773,6592,8314,2375,1045,11734,11,0,310.2055095209351,0.053291466731530415,0.7806204807288327,0.12230502178095216,0.3694137938659532,0.05322512880613847,0.1718815646905336,0.22510669349667206,0.14576653472790393,0.5945204873626252,0.25946973884970037,33.38977225139243,0,0,0
K81040,12,12,12,240347.0,20028.916666666668,0.9818655445346158,7612.0,926.0,633.0,6053.0,31.670875858654362,0.12165002627430373,0.08315817130846033,0.795191802417236,0.0,5.637733995922705,86213,80773,4309,1131,70930,13838,700,745,0,0,46206,4434,10797,12568,6715,3797,1687,12199,9,0,358.70220972177725,0.04998086135501607,0.8227297507336481,0.160509435931936,0.5359516546228527,0.05143075870228388,0.12523633326760467,0.17666709196988856,0.14577847888369502,0.7126187465927413,0.14149838191456046,50.26178128365411,0,0,0
K81041,12,12,12,139646.0,11637.166666666666,0.24926938284339006,29385.0,14663.0,7164.0,7558.0,210.42493161279234,0.49899608643865917,0.24379785604900459,0.2572060575123362,0.0,37.10780169909992,59401,54697,1935,2769,39340,19032,0,0,1029,0,19743,2927,11736,12697,9554,1808,887,12249,49,0,425.3684316056314,0.03257520917156277,0.6622784128213329,0.3203986464874329,0.3323681419504722,0.049275264726183064,0.19757243144054815,0.24684769616673122,0.21375061025908654,0.5792158381172035,0.20620864968603222,47.998288731096345,0,0,0
K81042,12,12,12,96311.0,8025.916666666667,0.3242299538595835,14302.0,10666.0,3636.0,0.0,148.49809471399945,0.7457698224024611,0.2542301775975388,0.0,0.0,31.427389057753246,36774,32818,1552,2404,15717,18566,250,489,1752,0,15570,2497,8238,5969,2907,982,596,4485,15,0,381.8255443303465,0.04220373089682928,0.42739435470713005,0.5048675694784358,0.4233969652471855,0.06790123456790123,0.22401696851036057,0.2919182030782618,0.16231576657421004,0.7153151683254473,0.12196116821667483,43.82359957399591,0,0,0
K81043,12,12,12,223144.0,18595.333333333332,0.7820561559767556,6359.0,4434.0,1925.0,0.0,28.497293227691536,0.697279446453845,0.30272055354615507,0.0,0.0,5.9090597362654735,86700,78319,6135,2246,42151,40618,3332,0,599,0,47398,7834,18192,7607,3139,1394,1133,5666,3,0,388.53834295342915,0.07076124567474049,0.48617070357554787,0.46848904267589386,0.5466897347174163,0.09035755478662053,0.20982698961937715,0.3001845444059977,0.08773933102652826,0.8468742791234141,0.0653517877739331,37.80371837860382,0,0,0
K81045,12,12,12,205629.0,17135.75,0.726590882456346,21534.0,11502.0,10032.0,0.0,104.72258290416235,0.5341320702145445,0.46586792978545555,0.0,0.0,16.43596253177911,84524,76395,4047,4082,44994,29537,8618,721,654,0,37170,5802,15506,9513,6687,5224,4480,16391,142,0,411.0509704370493,0.047879892101651604,0.5323221806824098,0.34945104349060624,0.43975675547773413,0.06864322559273106,0.18345085419525814,0.2520940797879892,0.11254791538497941,0.6918508352657233,0.1939212531352042,48.12002759914253,0,0,0
K81046,12,12,12,101223.0,8435.25,0.5715646582519648,4356.0,3574.0,782.0,0.0,43.03369787498889,0.8204775022956842,0.1795224977043159,0.0,0.0,5.918758798615453,49277,45804,2844,629,28843,20430,0,4,0,0,31431,2909,6527,3567,1834,1519,1481,4834,9,0,486.8162374163975,0.05771455242811048,0.5853237818860726,0.4145950443411734,0.6378432128579256,0.05903362623536335,0.1324553036913773,0.19148892992674066,0.07238671185340016,0.8293321427846663,0.09809850437323701,62.46885381998902,0,0,0
