practice_code_standardised,ocs_months_observed,gpad_months_observed,months_with_denominator,annual_patient_month_exposure,mean_monthly_list_size,maximum_percentage_monthly_change,ocs_annual_total_submissions,ocs_annual_clinical_submissions,ocs_annual_administrative_submissions,ocs_annual_other_unknown_submissions,ocs_submissions_per_1000_patient_months,ocs_clinical_share,ocs_administrative_share,ocs_other_unknown_share,ocs_component_reconciliation_difference,ocs_mean_absolute_monthly_rate_change,gpad_annual_total_appointments,gpad_annual_attended,gpad_annual_dna,gpad_annual_status_unknown,gpad_annual_face_to_face,gpad_annual_telephone,gpad_annual_video_online,gpad_annual_home_visit,gpad_annual_mode_unknown,gpad_annual_mode_other,gpad_annual_same_day,gpad_annual_1_day,gpad_annual_2_to_7_days,gpad_annual_8_to_14_days,gpad_annual_15_to_21_days,gpad_annual_22_to_28_days,gpad_annual_over_28_days,gpad_annual_over_14_days,gpad_annual_booking_unknown,gpad_annual_booking_other,gpad_appointments_per_1000_patient_months,gpad_dna_share,gpad_face_to_face_share,gpad_telephone_share,gpad_same_day_share,gpad_1_day_share,gpad_2_to_7_days_share,gpad_1_to_7_days_share,gpad_8_to_14_days_share,gpad_within_7_days_share,gpad_over_14_days_share,gpad_mean_absolute_monthly_rate_change,gpad_status_reconciliation_difference,gpad_mode_reconciliation_difference,gpad_booking_reconciliation_difference
E82085,12,12,12,225016.0,18751.333333333332,0.36289892197673174,2056.0,839.0,1217.0,0.0,9.137128026451453,0.4080739299610895,0.5919260700389105,0.0,0.0,1.1675821711089749,66552,61746,2691,2115,51339,14900,0,194,119,0,21460,3755,16686,15147,5575,2173,1725,9473,31,0,295.7656344437729,0.04043454742156509,0.771411828344753,0.2238850823416276,0.32245462194975355,0.056422045918980646,0.25072124053371797,0.3071432864526986,0.22759646592138477,0.6295979084024522,0.14233982449813679,46.78334252793998,0,0,0
E82086,12,12,12,292588.0,24382.333333333332,0.3358728598345212,14128.0,9395.0,4733.0,0.0,48.28632753222962,0.6649915062287656,0.33500849377123443,0.0,0.0,7.790620623335749,129436,117576,3537,8323,73493,32586,21128,0,2229,0,61473,4874,10499,11578,12497,9194,19307,40998,14,0,442.383146267106,0.027326246175716183,0.5677941221916623,0.2517537624772088,0.47492969498439386,0.037655675391699374,0.08111344602738033,0.11876912141907969,0.08944961216354028,0.5936988164034736,0.31674340987051514,56.205620529251355,0,0,0
E82088,12,12,12,121090.0,10090.833333333334,0.9388733519776269,25950.0,20056.0,3077.0,2817.0,214.3034106862664,0.7728709055876686,0.11857418111753372,0.10855491329479769,0.0,17.03501031900482,81576,74918,2814,3844,41447,10374,28397,291,1067,0,40879,7178,11228,7556,11042,3337,348,14727,8,0,673.6807333388389,0.03449543983524566,0.5080783563793273,0.1271697558105325,0.5011155241737766,0.08799156614690595,0.13763852113366676,0.2256300872805727,0.0926252819456703,0.7267456114543493,0.18053103854074729,83.26817875626132,0,0,0
E82090,12,12,12,120377.0,10031.416666666666,0.3666997026759167,23108.0,15940.0,6649.0,519.0,191.963581082765,0.6898043967457158,0.28773584905660377,0.022459754197680457,0.0,21.66995090802825,63479,57432,2130,3917,48565,5063,8455,31,1365,0,31826,2895,6940,6046,5862,4637,5271,15770,2,0,527.3349560131919,0.033554403818585675,0.7650561603049828,0.07975866034436585,0.5013626553663416,0.045605633359063626,0.10932749413191764,0.15493312749098126,0.09524409647284929,0.6562957828573229,0.24842861418736906,51.47181434342556,0,0,0
E82091,12,12,12,201669.0,16805.75,1.369699144685687,23911.0,16770.0,7141.0,0.0,118.56557031571536,0.7013508427083769,0.2986491572916231,0.0,0.0,10.785794027741186,67275,60543,3863,2869,47320,16770,0,3077,108,0,23822,7734,22626,6212,3415,2279,1135,6829,52,0,333.5911815896345,0.057421033073206985,0.7033816425120772,0.2492753623188406,0.3540988480118915,0.11496098104793757,0.33632107023411373,0.4512820512820513,0.09233742103307321,0.8053808992939427,0.10150873281308063,62.597263960699706,0,0,0
E82092,12,12,12,199018.0,16584.833333333332,0.5034269424394977,3171.0,690.0,2481.0,0.0,15.933232169954476,0.21759697256385999,0.78240302743614,0.0,0.0,2.07236668889683,93360,86987,2591,3782,59904,26799,2796,697,3164,0,49719,4996,15952,9187,5165,3326,5010,13501,5,0,469.10329718919894,0.027752784918594686,0.6416452442159383,0.28705012853470435,0.5325514138817481,0.05351328191945159,0.17086546700942587,0.22437874892887746,0.09840402742073694,0.7569301628106255,0.14461225364181662,55.74153688411738,0,0,0
E82093,12,12,12,164526.0,13710.5,0.39318479685452157,23711.0,18831.0,4880.0,0.0,144.11703925215468,0.7941883513980853,0.20581164860191473,0.0,0.0,28.832057975353155,66983,61257,2554,3172,36380,14199,14837,81,1486,0,29613,3351,8510,9597,4562,5178,6037,15777,135,0,407.127140998991,0.03812907752713375,0.5431228819252646,0.21197915889106192,0.4420972485556037,0.05002761894809131,0.12704716122001106,0.17707478016810235,0.14327515936879506,0.619172028723706,0.23553737515489004,59.47507854345984,0,0,0
E82094,12,12,12,150114.0,12509.5,0.3763613068545804,11087.0,1774.0,9313.0,0.0,73.8572018599198,0.16000721565797782,0.8399927843420222,0.0,0.0,7.142213487998825,51582,47668,1562,2352,42838,7766,373,605,0,0,20312,2191,7506,8163,6218,3994,3188,13400,10,0,343.6188496742476,0.030281881276414253,0.8304835019968206,0.15055639564189058,0.3937807762397736,0.042476057539451745,0.145515877631732,0.18799193517118373,0.15825287891124812,0.5817727114109573,0.2597805436004808,51.89115874909546,0,0,0
E82096,12,12,12,127062.0,10588.5,0.47636839155613675,34052.0,22753.0,11299.0,0.0,267.99515197305254,0.6681839539527781,0.33181604604722187,0.0,0.0,20.964696385226674,47986,43118,2802,2066,35228,11328,0,1144,286,0,11694,4139,13312,9723,4654,2259,2198,9111,7,0,377.6581511388141,0.058392031009044304,0.7341307881465428,0.23606885341557954,0.24369607802275664,0.08625432417788521,0.277414245821698,0.3636685699995832,0.20262159796607343,0.6073646480223398,0.18986787813112158,43.45926071265816,0,0,0
E82098,12,12,12,91923.0,7660.25,0.3782444241554715,1846.0,1199.0,647.0,0.0,20.082025173242823,0.6495124593716143,0.3504875406283857,0.0,0.0,3.7722934875393346,39639,36810,1531,1298,19793,16620,2501,725,0,0,20267,2883,5812,4544,3056,1648,1422,6126,7,0,431.2196077151529,0.038623577789550695,0.49933146648502735,0.41928403844698403,0.5112893867151038,0.07273140089305986,0.14662327505739298,0.21935467595045283,0.11463457705794798,0.7306440626655567,0.15454476651782337,51.02561597681024,0,0,0
E82099,12,12,12,151909.0,12659.083333333334,0.19737880941102162,39675.0,35158.0,4517.0,0.0,261.1760988486528,0.8861499684940138,0.11385003150598613,0.0,0.0,32.4080570377985,92777,74295,5668,12814,62979,10523,15845,328,3102,0,32192,6101,21157,13516,6868,5652,7274,19794,17,0,610.7406407783608,0.061092727723465946,0.6788212595794216,0.11342250773359777,0.34698254955430763,0.0657598327171605,0.2280414326826692,0.2938012653998297,0.14568265841749573,0.6407838149541374,0.21335029155933044,52.218085463398445,0,0,0
E82100,12,12,12,165388.0,13782.333333333334,0.2392691415313225,26312.0,19105.0,7207.0,0.0,159.0925581057876,0.7260945576162967,0.27390544238370323,0.0,0.0,19.47700249148175,77996,73604,1877,2515,34868,22629,17832,0,2667,0,29583,9581,16253,11513,4486,3235,3340,11061,5,0,471.59406970275955,0.02406533668393251,0.4470485665931586,0.2901302630904149,0.37928868147084466,0.12283963280168214,0.20838248115287963,0.3312221139545618,0.1476101338530181,0.7105107954254064,0.14181496486999334,64.50307046226631,0,0,0
E82102,12,12,12,212258.0,17688.166666666668,0.5352414220519466,9940.0,7709.0,2231.0,0.0,46.82980146802476,0.7755533199195171,0.2244466800804829,0.0,0.0,14.421863190279868,65758,59711,2369,3678,47392,11510,1324,59,5473,0,21874,4583,11701,10271,6183,5103,6041,17327,2,0,309.80222182438354,0.03602603485507467,0.7207031844034186,0.17503573709662704,0.33264393685939353,0.06969494206028164,0.17794032665227044,0.2476352687125521,0.1561939231728459,0.5802792055719456,0.26349645670488764,46.43322221702258,0,0,0
E82106,12,12,12,168515.0,14042.916666666666,0.37642045454545453,27746.0,22339.0,5407.0,0.0,164.65003115449665,0.8051250630721546,0.19487493692784547,0.0,0.0,32.98226613160846,81202,64704,1871,14627,45389,12109,22819,859,26,0,45768,4557,14234,10283,3775,1711,866,6352,8,0,481.8680829599739,0.023041304401369426,0.5589640649245092,0.14912194280929042,0.563631437649319,0.05611930740622152,0.17529124898401519,0.23141055639023672,0.12663481195044457,0.7950419940395557,0.07822467426910668,50.081740103963824,0,0,0
E82107,12,12,12,127744.0,10645.333333333334,0.5765595463137996,41864.0,29307.0,12557.0,0.0,327.71793587174346,0.7000525511179057,0.2999474488820944,0.0,0.0,24.366601262034184,66744,37412,1138,28194,27993,12482,0,148,26121,0,35925,3928,9532,10633,3873,1798,1048,6719,7,0,522.4824649298597,0.017050221742778378,0.41940848615605897,0.18701306484478006,0.5382506292700467,0.05885173199089057,0.14281433537096969,0.20166606736186027,0.15931020016780534,0.739916696631907,0.10066822485916337,46.18901539670792,0,0,0
E82111,12,12,12,84771.0,7064.25,2.6144756277695715,1380.0,966.0,414.0,0.0,16.279152068513998,0.7,0.3,0.0,0.0,3.6378128126652056,34083,30423,1631,2029,26813,5456,24,90,1700,0,12940,2585,6535,4824,2502,2127,2568,7197,2,0,402.0596666312772,0.04785376874101458,0.7866971804125223,0.16007980518146878,0.3796614147815627,0.07584426253557491,0.19173781650676291,0.26758207904233783,0.14153683654607868,0.6472434938239005,0.2111609893495291,43.124588231947044,0,0,0
E82113,12,12,12,86964.0,7247.0,0.4564315352697096,605.0,228.0,377.0,0.0,6.9569017064532455,0.3768595041322314,0.6231404958677685,0.0,0.0,1.7372285686997389,27231,25766,834,631,26764,408,0,59,0,0,17001,2067,4662,1224,665,644,967,2276,1,0,313.1295708569063,0.030626859094414455,0.9828504278212331,0.014982923873526496,0.6243252175829018,0.07590613638867467,0.17120193896661892,0.2471080753552936,0.04494877162057949,0.8714332929381955,0.08358121258859388,26.248120706650983,0,0,0
E82115,12,12,12,125026.0,10418.833333333334,0.3535594839942666,10836.0,4895.0,2452.0,3489.0,86.6699726456897,0.451734957548911,0.2262827611664821,0.3219822812846069,0.0,13.36030349817314,61926,55025,2209,4692,34194,17400,8591,201,1540,0,28926,5487,10016,6958,6042,3067,1419,10528,11,0,495.3049765648745,0.035671608048315734,0.5521751768239511,0.2809805251429125,0.467105900591028,0.08860575525627362,0.16174143332364435,0.250347188579918,0.11235991344507962,0.717453089170946,0.17000936601750477,59.06315894363783,0,0,0
E82117,12,12,12,152228.0,12685.666666666666,0.5864637818988746,31441.0,22785.0,8656.0,0.0,206.5388758966813,0.7246906904996661,0.27530930950033394,0.0,0.0,17.39416526352193,77733,74323,2372,1038,31727,15737,25814,4450,5,0,40809,5955,9706,9202,5156,5491,1414,12061,0,0,510.6353627453557,0.030514710611966603,0.40815355125879615,0.20244941016042092,0.5249893867469414,0.07660839025896338,0.12486331416515509,0.20147170442411846,0.11837958138757028,0.72646109117106,0.15515932744136982,63.47562927269014,0,0,0
E82121,12,12,12,61935.0,5161.25,0.4669260700389105,360.0,263.0,97.0,0.0,5.81254541051102,0.7305555555555555,0.26944444444444443,0.0,0.0,2.957252688854129,22005,21206,451,348,18925,879,1471,0,730,0,14120,950,3201,1760,1074,509,380,1963,11,0,355.2918382174861,0.020495341967734605,0.8600318109520564,0.03994546693933197,0.6416723471938196,0.04317200636219041,0.14546693933197,0.1886389456941604,0.07998182231311066,0.83031129288798,0.0892069984094524,39.27034077016793,0,0,0
E82123,12,12,12,116173.0,9681.083333333334,0.48182675185922275,27684.0,20765.0,6842.0,77.0,238.29977705663106,0.7500722438953908,0.24714636613206184,0.0027813899725473196,0.0,21.82797505435852,41667,37181,1356,3130,28937,9337,31,145,3217,0,10739,3748,14048,7572,1919,1618,1975,5512,48,0,358.663372728603,0.0325437396500828,0.6944824441404469,0.2240862073103415,0.257733938128495,0.08995128038975689,0.33714930280557753,0.4271005831953344,0.1817265461876305,0.6848345213238294,0.13228694170446637,49.870310056969764,0,0,0
E82124,12,12,12,400718.0,33393.166666666664,0.3612587329073864,15757.0,10338.0,5419.0,0.0,39.32191715870013,0.6560893571111253,0.3439106428888748,0.0,0.0,4.747855507491287,131474,118881,5475,7118,113860,16287,0,1151,176,0,40647,6591,29673,17036,19198,11327,6991,37516,11,0,328.0960675587321,0.041643214627987285,0.8660267429301611,0.12388000669333861,0.3091637890381368,0.05013158495215784,0.225694814183793,0.27582639913595086,0.12957695057577925,0.5849901881740877,0.2853491945175472,42.50814348642697,0,0,0
E82129,12,12,12,186643.0,15553.583333333334,0.25044952478808113,19416.0,18117.0,1299.0,0.0,104.02747491199777,0.9330964153275649,0.06690358467243511,0.0,0.0,39.22358910872975,68674,58011,1784,8879,41846,14261,4618,171,7778,0,28317,4144,10158,11396,7908,4242,1780,13930,729,0,367.94307849745235,0.025977808195241286,0.6093426915572123,0.20766228849346186,0.4123394588927396,0.06034307015755599,0.1479162419547427,0.2082593121122987,0.16594344293327898,0.6205987710050384,0.20284241488773044,45.456385094831695,0,0,0
E82132,12,12,12,73374.0,6114.5,0.2618657937806874,318.0,154.0,164.0,0.0,4.333960258402159,0.48427672955974843,0.5157232704402516,0.0,0.0,0.6094412963009884,37205,33608,1440,2157,18692,16754,397,0,1362,0,15412,2458,6017,5142,3219,2414,2538,8171,5,0,507.05972142720856,0.03870447520494557,0.5024055906464185,0.45031581776642926,0.41424539712404246,0.06606638892621959,0.16172557451955383,0.2277919634457734,0.13820723021099315,0.6420373605698159,0.2196210186802849,57.7119079156659,0,0,0
E82133,12,12,12,111126.0,9260.5,1.2952210808396605,15223.0,6380.0,3544.0,5299.0,136.9886435217681,0.41910267358602116,0.23280562307035407,0.34809170334362477,0.0,19.87322866227134,46035,40943,1867,3225,34114,10202,0,261,1458,0,22325,3128,10863,4898,2052,1094,1666,4812,9,0,414.2594892284434,0.04055609862061475,0.7410448571738895,0.22161398935592483,0.48495709786032365,0.06794830020636472,0.2359726295210166,0.30392092972738133,0.1063973063973064,0.788878027587705,0.10452916259367873,55.94099333788365,0,0,0
E82626,12,12,12,34320.0,2860.0,1.0805158591843849,1687.0,1317.0,370.0,0.0,49.155011655011656,0.7806757557794902,0.21932424422050978,0.0,0.0,9.559561592356324,16849,15415,549,885,11860,4319,2,0,668,0,5112,1879,3990,3193,1585,631,442,2658,17,0,490.93822843822846,0.03258353611490296,0.7038993412071933,0.2563356875778978,0.3034007952994243,0.11151997151166242,0.23680930619027835,0.3483292777019408,0.18950679565552853,0.6517300730013651,0.15775416938690723,29.797569071265933,0,0,0
E82638,12,12,12,82608.0,6884.0,1.2886220530092254,2982.0,1959.0,1023.0,0.0,36.09819872167345,0.6569416498993964,0.34305835010060365,0.0,0.0,5.185557996042818,29761,25754,886,3121,25421,3235,0,22,1083,0,11415,2295,7275,5359,1913,828,666,3407,10,0,360.26777067596356,0.02977050502335271,0.8541715668156312,0.10869930445885555,0.3835556600920668,0.07711434427606599,0.24444743120190854,0.32156177547797454,0.18006787406337152,0.7051174355700414,0.11447868015187662,41.78948561918964,0,0,0
E82643,12,12,12,34525.0,2877.0833333333335,1.3584117032392893,249.0,176.0,73.0,0.0,7.21216509775525,0.7068273092369478,0.2931726907630522,0.0,0.0,2.045094628952209,11940,10981,727,232,9514,2407,0,19,0,0,4352,869,2240,2312,1135,740,291,2166,1,0,345.83635047067344,0.06088777219430486,0.7968174204355108,0.20159128978224455,0.3644891122278057,0.07278056951423785,0.18760469011725292,0.2603852596314908,0.19363484087102178,0.6248743718592965,0.1814070351758794,50.481809281200135,0,0,0
E82652,12,12,12,38474.0,3206.1666666666665,0.7807620237351656,4409.0,1133.0,3276.0,0.0,114.59687061392108,0.2569743706055795,0.7430256293944205,0.0,0.0,11.59213096983068,11055,10400,381,274,6576,4226,190,57,6,0,4595,1348,2111,1475,788,411,327,1526,0,0,287.3369028434787,0.0344640434192673,0.5948439620081412,0.3822704658525554,0.4156490275893261,0.12193577566711895,0.19095431931252826,0.3128900949796472,0.13342379014020805,0.7285391225689734,0.13803708729081862,34.92939732845473,0,0,0
E82654,12,12,12,125538.0,10461.5,0.9773562995935746,13448.0,7396.0,6052.0,0.0,107.12294285395657,0.5499702558001189,0.450029744199881,0.0,0.0,12.457398302206359,44717,39164,1763,3790,38839,3888,488,94,1408,0,15973,4502,8289,5101,3418,2642,4788,10848,4,0,356.20290270675014,0.03942572176129883,0.8685511103159872,0.08694679875662499,0.3572019589865152,0.10067759465080395,0.1853657445714158,0.28604333922221975,0.1140729476485453,0.6432452982087349,0.24259230270366974,52.28870691636187,0,0,0
E82655,12,12,12,50487.0,4207.25,0.7928880345987506,7714.0,5318.0,2396.0,0.0,152.7918077921049,0.6893959035519834,0.3106040964480166,0.0,0.0,10.561993945379633,22301,19250,860,2191,8633,4964,8106,11,587,0,12518,1563,4167,2551,956,363,182,1501,1,0,441.7176698952205,0.03856329312586879,0.3871126855297969,0.22259091520559615,0.5613201201739833,0.07008654320434062,0.18685260750638985,0.2569391507107305,0.11438948926057127,0.8182592708847137,0.06730639881619659,48.21448694171111,0,0,0
E82657,12,12,12,75816.0,6318.0,0.604133545310016,2174.0,443.0,1731.0,0.0,28.67468608209349,0.20377184912603497,0.796228150873965,0.0,0.0,2.3050248095268135,31354,29801,993,560,22045,9281,0,0,28,0,11124,2448,10082,3358,1094,1026,2219,4339,3,0,413.55386725757097,0.031670600242393314,0.7031000829240288,0.2960068890731645,0.35478726797218857,0.0780761625310965,0.32155386872488356,0.39963003125598007,0.10709957262231294,0.7544172992281687,0.13838744657778912,67.24147885393192,0,0,0
E82661,12,12,12,97933.0,8161.083333333333,0.4754937820043892,14327.0,12123.0,2204.0,0.0,146.29389480563242,0.846164584351225,0.15383541564877504,0.0,0.0,38.81792155029598,33013,27463,3939,1611,30840,1667,3,0,503,0,8358,5293,6477,4041,4075,3012,1756,8843,1,0,337.09781176927083,0.11931663284160784,0.9341774452488414,0.05049525944324963,0.25317299245751673,0.16033077878411534,0.19619543816072457,0.3565262169448399,0.12240632478114682,0.6096992094023567,0.26786417471905005,53.41067584253587,0,0,0
E83003,12,12,12,125222.0,10435.166666666666,0.34420116645950855,2940.0,2216.0,724.0,0.0,23.478302534698376,0.7537414965986394,0.24625850340136055,0.0,0.0,4.049411283905701,37985,32028,1869,4088,25803,7444,885,1327,2526,0,16273,3403,3982,4331,4203,5250,397,9850,146,0,303.3412659117407,0.04920363301303146,0.679294458338818,0.19597209424772938,0.42840594971699353,0.08958799526128736,0.10483085428458602,0.19441884954587338,0.11401869158878504,0.6228247992628669,0.2593128866657891,46.173728298361624,0,0,0
E83005,12,12,12,73592.0,6132.666666666667,1.7509409261986582,5587.0,3883.0,1704.0,0.0,75.9185781063159,0.6950062645426884,0.3049937354573116,0.0,0.0,15.00423375149005,47584,32462,691,14431,26619,3891,3441,375,13258,0,37718,1640,3859,2543,1022,415,251,1688,136,0,646.5920208718339,0.014521687962340282,0.5594107262945528,0.08177118359112306,0.792661398789509,0.034465366509751176,0.08109868863483524,0.11556405514458643,0.05344233355749832,0.9082254539340955,0.03547410894418292,85.68065525190956,0,0,0
E83006,12,12,12,83575.0,6964.583333333333,2.0431490212887553,13369.0,11756.0,1613.0,0.0,159.96410409811546,0.8793477447827063,0.12065225521729374,0.0,0.0,16.366144670457906,40592,38202,1403,987,28664,11870,0,28,30,0,25114,2493,5837,3270,2059,1191,617,3867,11,0,485.69548309901285,0.03456346078044935,0.7061489948758376,0.29242215214820655,0.6186933385888845,0.061416042569964524,0.1437968072526606,0.20521284982262514,0.08055774536854553,0.8239061884115096,0.09526507686243595,49.447928114464844,0,0,0
E83007,12,12,12,60015.0,5001.25,0.8301275561854625,8312.0,7027.0,1285.0,0.0,138.4987086561693,0.8454042348411934,0.15459576515880655,0.0,0.0,11.177861969206383,29657,23286,1173,5198,20962,5080,3392,30,193,0,19249,2918,3840,2220,797,428,200,1425,5,0,494.1597933849871,0.039552213642647605,0.7068145800316957,0.17129176922817546,0.6490541861955019,0.09839161074957009,0.12948039248743973,0.22787200323700982,0.0748558519068011,0.8769261894325118,0.048049364399635835,67.27932472446223,0,0,0
E83008,12,12,12,100543.0,8378.583333333334,1.0276870995042922,952.0,522.0,430.0,0.0,9.468585580298976,0.5483193277310925,0.45168067226890757,0.0,0.0,1.7242561395063059,24551,22794,1032,725,11419,13120,0,12,0,0,11945,1251,4101,3201,1954,983,1116,4053,0,0,244.18408044319347,0.042034947659973114,0.46511343733452815,0.5343977842043094,0.48653822654881673,0.05095515457618834,0.16704003910227688,0.21799519367846523,0.13038165451509104,0.7045334202272819,0.16508492525762697,33.68366739775844,0,0,0
E83009,12,12,12,154581.0,12881.75,0.6568271385518893,28189.0,21721.0,6468.0,0.0,182.35746954671015,0.7705487956295008,0.22945120437049912,0.0,0.0,19.619907820987752,55547,51433,937,3177,27510,26892,0,71,1074,0,35217,2997,6557,5039,2902,1488,1216,5606,131,0,359.3391167090393,0.016868597764055665,0.49525626946549767,0.48413055610564026,0.6340036365600302,0.05395430896358039,0.11804417880353575,0.17199848776711613,0.09071597025941995,0.8060021243271464,0.10092354222550273,51.823062901076625,0,0,0
