practice_code_standardised,ocs_months_observed,gpad_months_observed,months_with_denominator,annual_patient_month_exposure,mean_monthly_list_size,maximum_percentage_monthly_change,ocs_annual_total_submissions,ocs_annual_clinical_submissions,ocs_annual_administrative_submissions,ocs_annual_other_unknown_submissions,ocs_submissions_per_1000_patient_months,ocs_clinical_share,ocs_administrative_share,ocs_other_unknown_share,ocs_component_reconciliation_difference,ocs_mean_absolute_monthly_rate_change,gpad_annual_total_appointments,gpad_annual_attended,gpad_annual_dna,gpad_annual_status_unknown,gpad_annual_face_to_face,gpad_annual_telephone,gpad_annual_video_online,gpad_annual_home_visit,gpad_annual_mode_unknown,gpad_annual_mode_other,gpad_annual_same_day,gpad_annual_1_day,gpad_annual_2_to_7_days,gpad_annual_8_to_14_days,gpad_annual_15_to_21_days,gpad_annual_22_to_28_days,gpad_annual_over_28_days,gpad_annual_over_14_days,gpad_annual_booking_unknown,gpad_annual_booking_other,gpad_appointments_per_1000_patient_months,gpad_dna_share,gpad_face_to_face_share,gpad_telephone_share,gpad_same_day_share,gpad_1_day_share,gpad_2_to_7_days_share,gpad_1_to_7_days_share,gpad_8_to_14_days_share,gpad_within_7_days_share,gpad_over_14_days_share,gpad_mean_absolute_monthly_rate_change,gpad_status_reconciliation_difference,gpad_mode_reconciliation_difference,gpad_booking_reconciliation_difference,cbt_months_with_any_record,cbt_inbound_complete_months,cbt_mapping_valid_months,cbt_integrity_gap_months,cbt_any_integrity_gap_flag,cbt_annual_inbound_calls,cbt_inbound_calls_per_1000_patient_months,cbt_mean_absolute_monthly_call_rate_change,cbt_call_rate_range
M81010,12,12,12,176187.0,14682.25,0.3659280341532832,53834.0,40661.0,13173.0,0.0,305.55035275020293,0.7553033398967195,0.24469666010328045,0.0,0.0,22.523345547688162,117333,104173,7019,6141,59808,31332,24345,1846,2,0,43294,10425,22933,14752,9655,7997,8132,25784,145,0,665.9571932094876,0.059821192673842824,0.5097287208202296,0.2670348495308225,0.3689840027954625,0.08884968423205748,0.19545225980755626,0.28430194403961373,0.1257276299080395,0.6532859468350762,0.2197506242915463,81.40883441341816,0,0,0,12,12,12,1,1,96725.0,548.9905611651257,61.413716125717016,168.6173498415057
M81011,12,12,12,86499.0,7208.25,0.8091058694459683,2489.0,1485.0,1004.0,0.0,28.774899131781872,0.5966251506629169,0.4033748493370832,0.0,0.0,3.256322653976967,54128,50029,2409,1690,43802,9690,494,142,0,0,18556,3702,15691,7853,3074,1776,3445,8295,31,0,625.7644597047365,0.04450561631687851,0.8092299733963937,0.17902010050251257,0.34281702630801064,0.0683934377771209,0.28988693467336685,0.3582803724504877,0.14508202778598878,0.7010973987584984,0.1532478569317174,80.92348102434882,0,0,0,12,12,12,1,1,50883.0,588.249575139597,43.648047770432136,128.0031477887352
M81012,12,12,12,163431.0,13619.25,0.3632858837485172,36343.0,26018.0,10325.0,0.0,222.3751919770423,0.7159012739729796,0.28409872602702035,0.0,0.0,26.395980437788964,84649,72986,2802,8861,57898,18044,13,3999,4695,0,30491,5373,13478,10750,6695,6494,11360,24549,8,0,517.9494710305878,0.033101395173008544,0.6839773653557633,0.21316258904417063,0.3602050821628135,0.0634738744698697,0.1592221999078548,0.22269607437772448,0.1269950028943047,0.582901156540538,0.29000933265602663,60.15873844201513,0,0,0,12,12,12,1,1,63831.0,390.56849679681335,54.006758687431336,187.52941429402995
M81015,12,12,12,115649.0,9637.416666666666,0.34321372854914195,17928.0,13865.0,4063.0,0.0,155.02079568349058,0.7733712628290942,0.22662873717090584,0.0,0.0,24.77464954350852,74864,71255,1803,1806,57974,13184,686,2939,81,0,40097,3747,11172,7791,4195,3105,4731,12031,26,0,647.3380660446696,0.024083671724727505,0.7743908954904895,0.17610600555674288,0.5355978841632828,0.050050758709125884,0.1492306048300919,0.19928136353921777,0.1040687112630904,0.7348792477025006,0.16070474460354778,90.20868146061792,0,0,0,12,12,12,1,1,91378.0,790.1322103952477,67.99440938655921,251.5691666628319
M81016,12,12,12,233040.0,19420.0,0.14405515254411688,6741.0,2389.0,4352.0,0.0,28.92636457260556,0.35439845720219554,0.6456015427978045,0.0,0.0,2.028279129001145,128995,115321,4056,9618,93473,19333,10965,4774,450,0,55043,8021,23637,21829,11403,3843,5172,20418,47,0,553.5315825609338,0.03144307918911586,0.7246249854645529,0.1498740261250436,0.4267064614907555,0.06218070467847591,0.1832396604519555,0.24542036513043142,0.16922361331834568,0.6721268266211868,0.15828520485290126,87.05993130856417,0,0,0,12,12,12,1,1,171415.0,735.5604188122211,82.91170262806419,275.09192196937784
M81017,12,12,12,149032.0,12419.333333333334,0.2488760436737315,9173.0,6570.0,2603.0,0.0,61.55053948145365,0.7162324212362368,0.28376757876376324,0.0,0.0,8.059479661536349,84510,77899,4970,1641,36395,46285,590,963,277,0,53176,3453,8654,9493,5050,3034,1649,9733,1,0,567.0594234795212,0.0588096083303751,0.4306590935983907,0.5476866643000828,0.6292273103774702,0.04085906993255236,0.10240208259377588,0.14326115252632823,0.1123299017867708,0.7724884629037984,0.11516980239024968,62.1544529326834,0,0,0,12,12,12,1,1,90878.0,609.7885017982716,49.61831156492542,126.7583636869449
M81018,12,12,12,78046.0,6503.833333333333,0.4799504567270475,579.0,244.0,335.0,0.0,7.418701791251313,0.4214162348877375,0.5785837651122625,0.0,0.0,1.704799052276372,35941,33654,1038,1249,24763,9378,1586,214,0,0,16268,2176,5441,4760,3133,2417,1746,7296,0,0,460.5104681854291,0.028880665535182662,0.6889902896413567,0.2609276313958988,0.45263070031440417,0.06054366879051779,0.151386995353496,0.2119306641440138,0.13243927547925768,0.664561364458418,0.20299936006232436,37.05115145293409,0,0,0,12,12,12,1,1,56883.0,728.8394024037107,74.76534190928253,193.38965144517408
M81019,12,12,12,207838.0,17319.833333333332,0.8067344791301297,47822.0,37400.0,10422.0,0.0,230.09266832821717,0.7820668311655723,0.21793316883442768,0.0,0.0,26.227908097785782,101278,92970,5689,2619,77466,23682,0,0,130,0,30916,6374,19140,15516,12506,13106,3642,29254,78,0,487.29298780781187,0.05617212030253362,0.7648847726060941,0.23383163174628252,0.30525879263018624,0.06293568198424139,0.18898477458085666,0.25192045656509804,0.1532020774501866,0.5571792491952843,0.2888485159659551,56.101676291174975,0,0,0,12,12,12,1,1,124624.0,599.6208585532963,36.29290771707024,213.3530710641096
M81020,12,12,12,145115.0,12092.916666666666,0.48724089520191594,20154.0,12314.0,7840.0,0.0,138.88295489783965,0.6109953359134663,0.38900466408653367,0.0,0.0,11.180341276066585,68414,59338,3685,5391,44429,21741,111,613,1520,0,25333,4499,11358,11363,6688,5185,3599,15472,389,0,471.44678358543223,0.05386324436518841,0.6494138626596896,0.31778583330897187,0.37028970678516093,0.06576139386675242,0.16601865115327272,0.23178004502002514,0.16609173560967053,0.6020697518051861,0.2261525418773935,46.43139431714667,0,0,0,12,12,12,1,1,81425.0,561.1067084725908,37.91679163156153,125.74808393767353
M81021,12,12,12,156653.0,13054.416666666666,0.3368034292712799,4354.0,2276.0,2078.0,0.0,27.793913937173244,0.5227377124483233,0.4772622875516766,0.0,0.0,2.9248501823056783,81652,74776,3127,3749,45262,31575,0,1902,2913,0,30240,7015,20946,11773,6303,3257,2083,11643,35,0,521.2284475879811,0.038296673688335864,0.5543281242345565,0.38670210160192037,0.3703522265223142,0.08591338852691913,0.2565277029344045,0.3424410914613236,0.14418507813648165,0.7127933179836379,0.14259295546955372,52.54605588908446,0,0,0,12,12,12,1,1,90586.0,578.2589545045419,57.444313008108495,243.95284751990204
M81022,12,12,12,219361.0,18280.083333333332,0.23437074181065026,40767.0,19829.0,20938.0,0.0,185.84433878401356,0.48639831236048764,0.5136016876395123,0.0,0.0,13.44657715459379,100682,90561,4801,5320,64328,19592,14178,1778,806,0,40361,6533,15588,14765,11973,5319,6071,23363,72,0,458.9785786899221,0.04768478973401402,0.6389225482211319,0.19459287658171273,0.4008760255060487,0.06488746747184204,0.15482409964045213,0.21971156711229417,0.1466498480363918,0.620587592618343,0.23204743648318468,57.75447572950828,0,0,0,12,12,12,1,1,117187.0,534.2198476483969,50.22994370690463,146.5896718397093
M81024,12,12,12,62095.0,5174.583333333333,0.48058439061899266,1178.0,582.0,596.0,0.0,18.970931637007812,0.4940577249575552,0.5059422750424448,0.0,0.0,3.5826903418300957,39332,36001,1065,2266,19045,12306,7406,217,358,0,15470,2363,4937,3831,4233,4737,3712,12682,49,0,633.4165391738466,0.027077189057256177,0.4842113291975999,0.31287501271229534,0.3933184175734771,0.0600783077392454,0.12552120410861384,0.18559951184785922,0.09740160683412998,0.5789179294213364,0.3224346588019933,62.28202728142906,0,0,0,12,12,12,1,1,43233.0,696.239632820678,60.575520333749665,167.45093482828395
M81025,12,12,12,61463.0,5121.916666666667,0.35176861442251317,314.0,121.0,193.0,0.0,5.1087646226184855,0.3853503184713376,0.6146496815286624,0.0,0.0,1.3527536769170667,30953,29556,781,616,27291,2974,505,183,0,0,15730,1100,3208,5314,1452,2144,2002,5598,3,0,503.6037941525796,0.025231803056246567,0.881691596937292,0.09608115529997092,0.508189836203276,0.03553775078344587,0.10364100410299486,0.13917875488644071,0.17167964333021032,0.6473685910897167,0.1808548444415727,86.55957730174013,0,0,0,12,12,12,1,1,53982.0,878.284496363666,93.99897259883404,313.1771025097361
M81026,12,12,12,567038.0,47253.166666666664,0.5198166850547399,154227.0,99492.0,54735.0,0.0,271.98706259545213,0.6451010523449201,0.35489894765507984,0.0,0.0,24.92273619704935,229546,201455,14987,13104,159258,48521,15528,5430,809,0,68479,15443,37700,31070,23026,26971,26825,76822,32,0,404.8159029906285,0.06528974584614848,0.693795579099614,0.21137811157676456,0.2983236475477682,0.06727627577914666,0.16423723349568278,0.23151350927482944,0.13535413381195927,0.5298371568225977,0.33466930375610987,60.17640548633876,0,0,0,12,12,12,1,1,216510.0,381.826262084728,27.695466483610616,112.25359899610692
M81027,12,12,12,117557.0,9796.416666666666,0.6578271148113887,29898.0,23346.0,6552.0,0.0,254.32768784504538,0.7808549066827213,0.21914509331727874,0.0,0.0,25.481720927300525,58732,54833,2099,1800,31653,14472,10298,2294,15,0,22583,3604,9620,7868,5189,3541,6306,15036,21,0,499.6044472043349,0.035738609276033506,0.5389395900020432,0.24640740992985086,0.3845092964653,0.06136348157733433,0.1637948648096438,0.22515834638697813,0.13396444868214943,0.6096676428522781,0.25601035210787987,74.74061275260009,0,0,0,12,12,12,1,1,62522.0,531.8441266789728,46.53725846892061,117.40825575164382
M81029,12,12,12,96439.0,8036.583333333333,0.7876969242310577,1720.0,816.0,904.0,0.0,17.83510820311285,0.4744186046511628,0.5255813953488372,0.0,0.0,3.3079789718697454,59224,55559,1973,1692,42339,16082,0,803,0,0,22243,2947,10988,9669,4366,3625,5381,13372,5,0,614.1084001285786,0.03331419694718357,0.7148959881129272,0.2715453194650817,0.3755740915844928,0.049760232338241256,0.1855328920707821,0.23529312440902336,0.16326151560178306,0.6108672159935161,0.22578684317168715,100.91607530551155,0,0,0,12,12,12,1,1,79813.0,827.6008668692126,87.48517102338432,322.2669776358756
M81032,12,12,12,151107.0,12592.25,0.41165294490183657,20250.0,14789.0,5461.0,0.0,134.0109988286446,0.730320987654321,0.26967901234567904,0.0,0.0,16.46771458245858,96171,88798,4793,2580,40312,25598,29593,639,29,0,48851,6473,9639,8317,6296,7318,9251,22865,26,0,636.4430502888681,0.04983830884570193,0.4191700200684198,0.2661717149660501,0.5079597799752524,0.0673071923968764,0.10022771937486352,0.1675349117717399,0.08648137172328457,0.6754946917469923,0.23775358476047873,72.15700127047097,0,0,0,12,12,12,1,1,85075.0,563.0116407578736,55.575046070385206,149.18401785088156
M81033,12,12,12,89456.0,7454.666666666667,0.3095141972816579,1289.0,910.0,379.0,0.0,14.409318547665892,0.7059736229635376,0.2940263770364624,0.0,0.0,1.3943958596805563,55520,48112,1315,6093,37334,12776,0,66,5344,0,20628,3805,13743,9067,3474,2178,2625,8277,0,0,620.6403147916294,0.02368515850144092,0.6724423631123919,0.23011527377521615,0.37154178674351584,0.06853386167146974,0.24753242074927953,0.3160662824207493,0.16331051873198849,0.6876080691642651,0.1490814121037464,77.56433565034965,0,0,0,12,12,12,1,1,59570.0,665.9139688785548,61.81219359110624,145.65511335808378
M81034,12,12,12,105467.0,8788.916666666666,0.42227801871718784,1130.0,744.0,386.0,0.0,10.714251851289976,0.6584070796460177,0.3415929203539823,0.0,0.0,2.0939540367519065,73690,66962,4594,2134,40190,32525,0,975,0,0,33629,4284,13967,11893,5067,2282,2563,9912,5,0,698.7019636473968,0.062342244537929165,0.5453928619894152,0.44137603474012754,0.45635771475098386,0.058135432216040166,0.1895372506445922,0.24767268286063238,0.16139231917492197,0.7040303976116162,0.13450943140181842,84.8777102114837,0,0,0,12,12,12,1,1,87594.0,830.5346696122958,65.16723249372096,254.64741702921685
M81035,12,12,12,170907.0,14242.25,0.3032226218179254,6000.0,3045.0,2955.0,0.0,35.10681247696115,0.5075,0.4925,0.0,0.0,4.742344962690052,81015,71459,3256,6300,48413,13864,17302,1435,1,0,31812,7605,11968,7224,8136,10077,4180,22393,13,0,474.02973547016796,0.04019008825526137,0.5975806949330371,0.17112880330802938,0.39266802443991855,0.09387150527680059,0.14772572980312287,0.24159723507992348,0.08916867246806147,0.634265259519842,0.2764056039005123,54.43197347400678,0,0,0,12,12,12,1,1,115155.0,673.787498464077,55.490808152302705,114.23032500620093
M81037,12,12,12,142106.0,11842.166666666666,0.3851951096968682,8116.0,4191.0,3925.0,0.0,57.112296454759125,0.5163873829472647,0.48361261705273534,0.0,0.0,4.112017627530919,64060,58848,2874,2338,37306,18712,7523,139,380,0,22818,3776,7797,7371,7950,8663,5665,22278,20,0,450.7902551616399,0.044864189822041836,0.5823602872307212,0.2921011551670309,0.3561973150171714,0.05894473930689978,0.12171401810802372,0.1806587574149235,0.11506400249765844,0.5368560724320949,0.3477677177645957,54.92396919776857,0,0,0,12,12,12,1,1,85138.0,599.11615273106,54.48468101859575,146.75213495049445
M81038,12,12,12,147914.0,12326.166666666666,0.210987584192161,64263.0,38654.0,25609.0,0.0,434.4619170599132,0.6014969733750369,0.39850302662496306,0.0,0.0,30.52884962513317,111875,100870,2771,8234,57911,48263,0,4234,1467,0,65945,4475,15904,10272,5584,4678,4781,15043,236,0,756.3516638046433,0.02476871508379888,0.5176402234636871,0.4314011173184358,0.5894525139664805,0.04,0.1421586592178771,0.1821586592178771,0.09181675977653632,0.7716111731843576,0.13446256983240223,77.4292228518414,0,0,0,12,12,12,1,1,61199.0,413.74717741390265,49.156979831940745,186.89064064309906
M81039,12,12,12,143851.0,11987.583333333334,0.38279104601814096,36550.0,30916.0,5634.0,0.0,254.08234909732988,0.8458549931600547,0.15414500683994528,0.0,0.0,23.163288627154817,79719,76778,1718,1223,57050,18718,14,3932,5,0,39478,6047,15199,9427,3309,2303,3808,9420,148,0,554.1775865305073,0.021550696822589345,0.7156386808665437,0.23479973406590648,0.49521444072303966,0.07585393695354935,0.19065718335653983,0.26651112031008917,0.11825286318192652,0.7617255610331288,0.11816505475482633,75.80319153853621,0,0,0,12,12,12,1,1,61288.0,426.0519565383626,33.90934681010882,84.85616985295582
M81040,12,12,12,260157.0,21679.75,0.21205974552830537,77542.0,61214.0,16328.0,0.0,298.05848007164906,0.7894302442547265,0.21056975574527353,0.0,0.0,24.026916048101793,177293,137295,7208,32790,93327,41074,22746,4833,15313,0,65081,9815,31021,27461,17210,11031,15624,43865,50,0,681.4846419661974,0.04065586345766612,0.5263998014586024,0.23167299329358745,0.36708161066708783,0.05536033571545408,0.17497024699226704,0.2303305827077211,0.15489049201040087,0.5974121933748089,0.24741529558414602,88.12387213709034,0,0,0,12,12,12,1,1,150691.0,579.2310028175294,54.2400035533949,132.3978101018413
M81041,12,12,12,134249.0,11187.416666666666,0.2590210789567703,2876.0,1143.0,1733.0,0.0,21.422878382706763,0.3974269819193324,0.6025730180806675,0.0,0.0,3.321305762079194,60477,52681,2199,5597,45666,12150,267,2140,254,0,20452,3000,11816,13231,4586,2613,4479,11678,300,0,450.48380248642445,0.03636093060171636,0.7550969790168163,0.2009028225606429,0.3381781503712155,0.04960563520015874,0.19538006184169188,0.2449856970418506,0.21877738644443342,0.5831638474130661,0.1930982026224846,52.74404705721043,0,0,0,12,12,12,1,1,79916.0,595.281901541166,38.04530491938809,115.40275243126405
M81042,12,12,12,116997.0,9749.75,0.3390178754879803,1897.0,972.0,925.0,0.0,16.214090959597254,0.5123879810226674,0.48761201897733264,0.0,0.0,1.8813999008618607,65868,58476,2753,4639,39549,17859,3501,3980,979,0,29017,4647,10955,8193,4852,3810,4372,13034,22,0,562.9887945844765,0.041795712637396,0.6004281289852432,0.27113317544179266,0.44053258031213943,0.07055019129167425,0.16631748345175199,0.23686767474342624,0.12438513390417198,0.6774002550555657,0.197880609704257,70.18689109690023,0,0,0,12,12,12,1,1,86305.0,737.6684872261682,68.61365243669742,197.98872373141978
M81043,12,12,12,107111.0,8925.916666666666,0.37887229774905284,8131.0,5816.0,2315.0,0.0,75.91190447292995,0.7152871725495019,0.2847128274504981,0.0,0.0,21.44874842405906,64690,49022,2373,13295,45137,18700,224,628,1,0,23898,3185,9196,6590,6262,6338,9189,21789,32,0,603.952908664843,0.03668264028443345,0.697743082392951,0.2890709537795641,0.3694234039264183,0.04923481218117174,0.14215489256453856,0.1913897047457103,0.1018704591126913,0.5608131086721286,0.3368217653424022,107.77306799275503,0,0,0,12,12,12,1,1,74847.0,698.7797705184341,93.42154369842288,337.42998278849507
M81045,12,12,12,60812.0,5067.666666666667,0.39619651347068147,3198.0,1968.0,1230.0,0.0,52.58830493981451,0.6153846153846154,0.38461538461538464,0.0,0.0,6.852992525699273,35730,30906,1314,3510,25417,4200,4202,302,1609,0,12957,1704,7397,5637,3741,2608,1663,8012,23,0,587.5485101624679,0.03677581863979849,0.7113630002798769,0.11754827875734676,0.36263643996641476,0.04769101595298069,0.20702490904002238,0.25471592499300305,0.1577665827036104,0.6173523649594178,0.22423733557234818,81.62279206217043,0,0,0,12,12,12,1,1,40296.0,662.6323751891074,69.11098655972559,144.42068185169353
M81046,12,12,12,144519.0,12043.25,0.207090788601723,39742.0,31754.0,7988.0,0.0,274.99498335858954,0.7990035730461477,0.20099642695385234,0.0,0.0,27.510539530194368,98206,89460,2590,6156,62443,32386,0,2661,716,0,37066,5236,17378,10562,9871,11102,6931,27904,60,0,679.53694669905,0.026373134024397695,0.6358369142414924,0.32977618475449566,0.37743111418854247,0.05331649797364723,0.17695456489420197,0.2302710628678492,0.10754943689794921,0.6077021770563916,0.2841374254118893,85.9650553694469,0,0,0,12,12,12,1,1,87387.0,604.6748178440205,63.11607490967953,178.41017402637317
M81047,12,12,12,129719.0,10809.916666666666,0.2593553167839941,4244.0,2141.0,2103.0,0.0,32.716872624673336,0.5044769085768144,0.4955230914231857,0.0,0.0,5.602300751802054,61029,55806,3397,1826,50545,8827,1385,272,0,0,14495,4535,15703,10393,5129,3796,6976,15901,2,0,470.4707868546628,0.05566206229825165,0.8282128168575595,0.14463615658129741,0.23751003621229252,0.07430893509642957,0.25730390470104375,0.3316128397974733,0.17029608874469515,0.5691228760097659,0.26054826394009406,62.25157609575893,0,0,0,12,12,12,1,1,70696.0,544.9934088298553,42.81617867230978,148.5278887193565
M81048,12,12,12,115511.0,9625.916666666666,0.3019889617827762,2046.0,1131.0,915.0,0.0,17.712598800114275,0.5527859237536656,0.4472140762463343,0.0,0.0,3.204447120041603,79305,70577,2863,5865,41742,22533,12932,560,1538,0,42584,4669,13357,9780,4201,3192,1426,8819,96,0,686.5579901481244,0.03610112855431562,0.5263476451673917,0.28413088708152073,0.5369648824159889,0.05887396759346825,0.16842569825357795,0.2272996658470462,0.12332135426517873,0.7642645482630351,0.11120358111090095,105.10326141172824,0,0,0,12,12,12,1,1,78204.0,677.0264303832536,62.887783107429804,259.25769883304054
M81049,12,12,12,138038.0,11503.166666666666,0.3044537230340988,4049.0,2656.0,1393.0,0.0,29.332502644199423,0.6559644356631267,0.3440355643368733,0.0,0.0,3.1737795438441294,64828,60423,1616,2789,46748,6095,10768,1209,8,0,27910,4229,12476,11341,3853,2829,2186,8868,4,0,469.6387951143888,0.024927500462763003,0.7211081631393842,0.09401801690627506,0.4305238477201209,0.06523415807984205,0.19244770778058864,0.2576818658604307,0.17493984080952674,0.6882057135805516,0.1367927438761029,43.23543599938119,0,0,0,12,12,12,1,1,73444.0,532.0563902693461,48.833462818153926,155.00433505289192
M81055,12,12,12,69406.0,5783.833333333333,0.25951557093425603,5831.0,4473.0,1358.0,0.0,84.01290954672507,0.7671068427370948,0.23289315726290516,0.0,0.0,20.56856384751023,62914,51858,1175,9881,62278,501,0,135,0,0,45507,1344,4205,4917,1975,1552,3407,6934,7,0,906.4634181482869,0.018676288266522553,0.9898909622659503,0.007963251422576851,0.7233207235273548,0.021362494834218138,0.06683726992402327,0.0881997647582414,0.07815430587786502,0.8115204882855962,0.11021394284261055,106.12732735334393,0,0,0,12,12,12,1,1,58566.0,843.8175373886984,101.3558960074327,389.864379769503
M81056,12,12,12,149870.0,12489.166666666666,0.3717766176237937,49684.0,32929.0,16755.0,0.0,331.5139787816107,0.6627686981724499,0.3372313018275501,0.0,0.0,27.410902158115423,87254,79443,5225,2586,47334,25381,10930,3602,7,0,35208,6294,15597,12401,6968,4733,6014,17715,39,0,582.1979048508707,0.059882641483484995,0.5424851582735462,0.29088637770188186,0.4035115868613473,0.07213422880326403,0.17875398262543837,0.25088821142870243,0.14212528938501387,0.6543997982900498,0.20302794141242808,86.87891384524322,0,0,0,12,12,12,1,1,80775.0,538.967104824181,62.05762282445339,152.41365464840413
M81057,12,12,12,182583.0,15215.25,0.24960588544403572,56700.0,43049.0,13651.0,0.0,310.5436979346379,0.7592416225749559,0.24075837742504408,0.0,0.0,22.766842334682632,142990,130699,4636,7655,71858,36495,33717,890,30,0,56661,13100,29783,16868,8693,5878,12006,26577,1,0,783.1506766785517,0.03242184768165606,0.502538639065669,0.25522763829638434,0.396258479613959,0.09161479823763899,0.20828729281767955,0.2999020910553185,0.11796629134904539,0.6961605706692776,0.18586614448562835,86.9081156655925,0,0,0,12,12,12,1,1,116784.0,639.6214324444226,52.978843254734834,147.7441643062142
M81058,12,12,12,122840.0,10236.666666666666,0.25353486104339346,3739.0,1283.0,2456.0,0.0,30.4379680885705,0.3431398769724525,0.6568601230275475,0.0,0.0,2.9798338320143203,88691,82575,3026,3090,42126,40502,5509,553,1,0,50694,5199,13092,9247,5177,3362,1908,10447,12,0,722.0042331488114,0.034118456213144514,0.4749749128998433,0.45666414856073334,0.5715799799303198,0.05861925110777869,0.14761362483228288,0.20623287594006157,0.10426086074122515,0.7778128558703814,0.11779098217406501,59.64106835864249,0,0,0,12,12,12,1,1,98202.0,799.4301530446108,69.44315635386872,234.68443509564577
M81061,12,12,12,106424.0,8868.666666666666,1.6943447037701973,5802.0,3028.0,2774.0,0.0,54.51777794482447,0.5218890037917959,0.4781109962082041,0.0,0.0,10.033921950758794,56247,52675,1693,1879,33371,17233,3847,1560,236,0,21236,2569,10465,9174,5857,3406,3512,12775,28,0,528.5180034578666,0.030099383078208617,0.5932938645616656,0.3063807847529646,0.3775490248368802,0.045673547033619574,0.18605436734403613,0.23172791437765572,0.16310203210837912,0.6092769392145359,0.2271232243497431,53.24544820041378,0,0,0,12,12,12,1,1,66611.0,625.9020521686838,58.76429153181088,164.25836758982882
M81063,12,12,12,166859.0,13904.916666666666,0.43387085110998624,26306.0,15097.0,11209.0,0.0,157.65406720644376,0.5738994906105072,0.4261005093894929,0.0,0.0,12.017313667160465,111354,97711,4064,9579,43144,41111,26059,864,176,0,64893,3953,16314,8464,6268,4448,6941,17657,73,0,667.3538736298311,0.03649621926468739,0.3874490364064156,0.36919194640515834,0.5827630799073226,0.035499398315282794,0.14650573845573575,0.18200513677101854,0.07600984248432925,0.7647682166783412,0.15856637390664008,87.95888397282806,0,0,0,12,12,12,1,1,85241.0,510.85647163173695,35.69156619599241,129.79483776706604
M81064,12,12,12,99610.0,8300.833333333334,0.2997601918465228,3989.0,2895.0,1094.0,0.0,40.046180102399354,0.7257458009526198,0.2742541990473803,0.0,0.0,10.823435182891421,49743,46327,1938,1478,38934,3532,6812,145,320,0,17595,4357,6105,4254,5773,7245,4371,17389,43,0,499.3775725328782,0.03896025571437187,0.7827030939026597,0.07100496552278712,0.35371811109100776,0.08759021369840983,0.12273083649960799,0.21032105019801783,0.08551957059284723,0.5640391612890255,0.3495768248798826,71.10394187791591,0,0,0,12,12,12,1,1,71036.0,713.1412508784258,70.28996086069097,207.46519215530736
M81066,12,12,12,99466.0,8288.833333333334,0.31408552790529115,20726.0,12165.0,8561.0,0.0,208.37271027285706,0.586943935153913,0.41305606484608703,0.0,0.0,28.379461184215128,59771,55659,2980,1132,23961,27789,7868,153,0,0,29503,5306,11212,7088,3779,2002,879,6660,2,0,600.9189069631834,0.049856954041257465,0.40088002543039264,0.464924461695471,0.49360057552993925,0.08877214702782285,0.18758260694985862,0.2763547539776815,0.1185859363236352,0.7699553295076208,0.11142527312576334,91.24302121248489,0,0,0,12,12,12,1,1,54026.0,543.1604769468964,48.48161689792839,197.11112836163534
M81067,12,12,12,67722.0,5643.5,0.628930817610063,677.0,377.0,300.0,0.0,9.99675142494315,0.5568685376661743,0.4431314623338257,0.0,0.0,1.9217570589758197,35783,33921,1481,381,27895,7480,387,20,1,0,11785,1910,6778,6397,3806,1971,3099,8876,37,0,528.3807329966628,0.04138836877847022,0.7795601263169661,0.20903781125115278,0.3293463376463684,0.05337730207081575,0.1894195567727692,0.24279685884358496,0.17877204259005672,0.5721431964899534,0.24805075035631446,86.5882020281603,0,0,0,12,12,12,1,1,51300.0,757.5086382564011,86.40047831744435,226.24633710780313
M81068,12,12,12,188028.0,15669.0,0.3474232773595831,6891.0,4323.0,2568.0,0.0,36.64879698768269,0.6273400087070091,0.3726599912929909,0.0,0.0,6.983032818702725,124822,116476,4782,3564,79683,28183,15391,1563,2,0,50904,12920,19896,13546,11227,6799,9521,27547,9,0,663.8479375412172,0.038310554229222415,0.638373043213536,0.22578551857845572,0.4078127253208569,0.10350739452981045,0.15939497844931183,0.2629023729791223,0.10852253609139415,0.6707150982999792,0.22069026293441862,96.35533518245153,0,0,0,12,12,12,1,1,153189.0,814.7137660348459,56.893382295778196,244.14759675851212
M81069,12,12,12,115425.0,9618.75,0.40536326785157467,14639.0,2657.0,4746.0,7236.0,126.8269439029673,0.1815014686795546,0.3242024728465059,0.4942960584739395,0.0,28.08607975578285,79796,73175,2273,4348,36834,34215,7687,1059,1,0,36477,6083,12535,10029,6804,4264,3599,14667,5,0,691.3233701537795,0.02848513709960399,0.46160208531755975,0.4287808912727455,0.45712817685096996,0.07623189132287332,0.15708807459020502,0.23331996591307835,0.12568299162865307,0.6904481427640483,0.18380620582485338,77.32604903880362,0,0,0,12,12,12,1,1,93021.0,805.899935022742,94.42758912731803,385.87420381279935
M81072,12,12,12,82861.0,6905.083333333333,0.874508089199825,1411.0,1256.0,155.0,0.0,17.028517637972026,0.890148830616584,0.10985116938341602,0.0,0.0,7.964090193615451,52585,49673,1563,1349,22732,13168,16675,7,3,0,29142,6832,7116,6260,2019,785,427,3231,4,0,634.617009208192,0.029723305125035657,0.4322905771607873,0.25041361605020446,0.5541884567842541,0.12992298183892745,0.13532376152895312,0.26524674336788057,0.11904535513929827,0.8194352001521347,0.06144337738898926,81.81868753064097,0,0,0,12,12,12,1,1,68356.0,824.9478041539445,84.04171586594721,239.59034257046073
