practice_code_standardised,ocs_months_observed,gpad_months_observed,months_with_denominator,annual_patient_month_exposure,mean_monthly_list_size,maximum_percentage_monthly_change,ocs_annual_total_submissions,ocs_annual_clinical_submissions,ocs_annual_administrative_submissions,ocs_annual_other_unknown_submissions,ocs_submissions_per_1000_patient_months,ocs_clinical_share,ocs_administrative_share,ocs_other_unknown_share,ocs_component_reconciliation_difference,ocs_mean_absolute_monthly_rate_change,gpad_annual_total_appointments,gpad_annual_attended,gpad_annual_dna,gpad_annual_status_unknown,gpad_annual_face_to_face,gpad_annual_telephone,gpad_annual_video_online,gpad_annual_home_visit,gpad_annual_mode_unknown,gpad_annual_mode_other,gpad_annual_same_day,gpad_annual_1_day,gpad_annual_2_to_7_days,gpad_annual_8_to_14_days,gpad_annual_15_to_21_days,gpad_annual_22_to_28_days,gpad_annual_over_28_days,gpad_annual_over_14_days,gpad_annual_booking_unknown,gpad_annual_booking_other,gpad_appointments_per_1000_patient_months,gpad_dna_share,gpad_face_to_face_share,gpad_telephone_share,gpad_same_day_share,gpad_1_day_share,gpad_2_to_7_days_share,gpad_1_to_7_days_share,gpad_8_to_14_days_share,gpad_within_7_days_share,gpad_over_14_days_share,gpad_mean_absolute_monthly_rate_change,gpad_status_reconciliation_difference,gpad_mode_reconciliation_difference,gpad_booking_reconciliation_difference,cbt_months_with_any_record,cbt_inbound_complete_months,cbt_mapping_valid_months,cbt_integrity_gap_months,cbt_any_integrity_gap_flag,cbt_annual_inbound_calls,cbt_inbound_calls_per_1000_patient_months,cbt_mean_absolute_monthly_call_rate_change,cbt_call_rate_range,cbt_outcome_complete_months,cbt003_007_comparable_months,cbt003_answered_calls,cbt007_answered_calls,cbt_missed_calls,cbt_ivr_calls,cbt_callback_requests,cbt_answered_share_cbt003,cbt_answered_share_cbt007_sensitivity,cbt_missed_share,cbt_ivr_share,cbt_callback_request_share,cbt003_007_relative_difference
F84636,12,12,12,80327.0,6693.916666666667,1.993704092339979,11412.0,5616.0,5796.0,0.0,142.06929176989058,0.4921135646687697,0.5078864353312302,0.0,0.0,24.120004446151018,51047,32843,1935,16269,19895,13350,16844,273,685,0,26569,6337,10835,5165,1142,495,466,2103,38,0,635.4899348911325,0.037906243266009755,0.38973886810194525,0.26152369385076496,0.5204811252375262,0.12414049797245676,0.21225537249985307,0.33639587047230984,0.1011812643250338,0.856876995709836,0.041197327952671066,55.11654017191511,0,0,0,12,12,12,0,0,38881.0,484.03401098011875,34.82077004253555,149.16485784855485,12,12,28723.0,28806.0,3504.0,5903.0,668.0,0.7387412875183251,0.7408760062755587,0.09012113885959723,0.15182222679457832,0.017180628070265682,0.0028896702990634684
F84647,12,12,12,191374.0,15947.833333333334,2.3195700972722944,11334.0,8751.0,2583.0,0.0,59.22434604491728,0.7721016410799365,0.22789835892006352,0.0,0.0,10.36856165660213,74735,64030,6188,4517,43082,27414,1025,238,2976,0,37404,5435,12594,10957,4682,2364,1271,8317,28,0,390.51804320336095,0.08279922392453336,0.5764635043821502,0.3668160834950157,0.500488392319529,0.07272362346959256,0.16851542115474677,0.24123904462433932,0.14661136013915835,0.7417274369438683,0.11128654579514284,29.585940509096783,0,0,0,12,12,12,0,0,81511.0,425.92515179700484,36.953940822890495,99.39553445998177,12,12,57333.0,57333.0,7581.0,14551.0,2046.0,0.7033774582571678,0.7033774582571678,0.09300585197089964,0.17851578314583308,0.025100906626099546,0.0
F84658,12,12,12,114399.0,9533.25,1.0662358642972536,23913.0,11482.0,12431.0,0.0,209.03154747856186,0.4801572366495212,0.5198427633504789,0.0,0.0,19.204907600729015,44539,39117,5119,303,33204,11062,0,273,0,0,14600,3451,8156,15885,1556,507,367,2430,17,0,389.3303263140412,0.11493298008486943,0.7455039403668695,0.2483666000583758,0.32780259996856687,0.0774826556501044,0.18312041132490625,0.2606030669750107,0.35665371921237565,0.5884056669435775,0.05455892588517928,47.9735683954552,0,0,0,12,12,12,0,0,78634.0,687.3661483054922,66.2278738032448,183.40241569954458,12,12,58749.0,58749.0,3342.0,16199.0,344.0,0.7471195665996897,0.7471195665996897,0.04250069944298904,0.20600503598952108,0.004374697967800188,0.0
F84669,12,12,12,118415.0,9867.916666666666,1.096060386723193,8916.0,4052.0,4864.0,0.0,75.2945150529916,0.4544638851502916,0.5455361148497084,0.0,0.0,12.20093730211755,41922,35780,4016,2126,28372,13507,43,0,0,0,14393,4011,13957,6995,1603,424,539,2566,0,0,354.02609466706076,0.09579695625208721,0.6767806879442775,0.3221935976337007,0.34332808549210436,0.09567768713324747,0.3329278183292782,0.4286055054625257,0.16685749725681026,0.77193359095463,0.06120891178855971,40.31412901611576,0,0,0,12,12,12,0,0,72421.0,611.5863699700207,42.18396189657081,175.97844982317724,12,12,43182.0,43182.0,2895.0,24219.0,2125.0,0.5962635147263915,0.5962635147263915,0.03997459300479143,0.33441957443283027,0.0293423178359868,0.0
F84670,12,12,12,78946.0,6578.833333333333,1.3841894801599508,5193.0,3312.0,1881.0,0.0,65.77914017176298,0.6377816291161178,0.36221837088388215,0.0,0.0,11.693128395824344,35159,31145,3414,600,24254,10905,0,0,0,0,14925,4222,9282,4577,1440,531,182,2153,0,0,445.35505282091555,0.09710173781961945,0.689837594925908,0.310162405074092,0.4245001279899883,0.12008305128132199,0.26400068261327114,0.38408373389459316,0.13018003925026309,0.8085838618845814,0.061236098865155436,39.583416752144586,0,0,0,12,12,12,0,0,58546.0,741.5955209890304,57.51910508184648,198.78781367667773,12,12,35705.0,35705.0,4431.0,16136.0,2274.0,0.6098623304751819,0.6098623304751819,0.07568407747753902,0.275612339015475,0.03884125303180405,0.0
F84672,12,12,12,97388.0,8115.666666666667,0.9232688708671241,16753.0,12175.0,4578.0,0.0,172.0232472173163,0.7267355100579,0.2732644899420999,0.0,0.0,14.416296759267816,36776,30599,3564,2613,21228,11030,4376,132,10,0,8481,2790,7977,10291,4865,1704,667,7236,1,0,377.62352651250666,0.09691102893191211,0.5772242767021971,0.2999238633891668,0.23061235588427234,0.0758646943658908,0.21690776593430497,0.29277246030019577,0.27982923645855995,0.5233848161844681,0.19675875571024581,32.96778107842761,0,0,0,12,12,12,0,0,40826.0,419.2097589025342,34.75431797066698,70.63186372643668,12,12,28598.0,28598.0,1641.0,9439.0,1148.0,0.7004849850585412,0.7004849850585412,0.04019497379121148,0.23120070543281243,0.028119335717434968,0.0
F84698,12,12,12,169344.0,14112.0,1.1235135332311958,14545.0,10715.0,3830.0,0.0,85.89025888133031,0.7366792712272259,0.2633207287727741,0.0,0.0,10.926373357115013,92144,86349,4989,806,30674,60937,386,147,0,0,57575,6860,17575,5844,1852,1144,1291,4287,3,0,544.1232048374906,0.054143514499044976,0.3328919951380448,0.6613235804827227,0.62483721132141,0.07444868900850843,0.19073406841465532,0.2651827574231638,0.06342246917867686,0.8900199687445737,0.04652500434103143,62.55622059379375,0,0,0,12,12,12,0,0,86094.0,508.3971088435374,37.74728422083906,141.99406849204917,12,12,52053.0,52053.0,5408.0,22273.0,6360.0,0.6046065927939229,0.6046065927939229,0.0628150626059888,0.25870560085487954,0.07387274374520872,0.0
F84710,12,12,12,164493.0,13707.75,0.915534554046072,19341.0,15417.0,3924.0,0.0,117.57947146687093,0.7971149371800837,0.20288506281991625,0.0,0.0,26.864459368454472,55424,47172,4834,3418,31154,20773,2716,0,781,0,22131,5326,11787,7331,3606,2581,2659,8846,3,0,336.9383499601807,0.08721853348729793,0.5621030600461894,0.3748015300230947,0.3993035508083141,0.09609555427251733,0.21266960161662818,0.3087651558891455,0.1322712182448037,0.7080687066974596,0.1596059468822171,32.261339689636195,0,0,0,12,12,12,0,0,57196.0,347.7108448383822,43.525254444044435,183.8356114629771,12,12,33153.0,33153.0,6740.0,14647.0,2656.0,0.5796384362542835,0.5796384362542835,0.11784040842016924,0.256084341562347,0.046436813763200226,0.0
F84716,12,12,12,67884.0,5657.0,0.819088319088319,2334.0,1816.0,518.0,0.0,34.38218136821637,0.778063410454156,0.22193658954584405,0.0,0.0,5.056245556286902,28541,22955,2236,3350,13281,11332,954,2808,166,0,10604,5124,7567,3146,1068,591,440,2099,1,0,420.4378056684933,0.07834343575908342,0.46533057706457376,0.39704285063592726,0.3715356855050629,0.17953120072877615,0.2651273606390806,0.44465856136785675,0.11022739217266389,0.8161942468729196,0.07354332363967625,39.14364592579241,0,0,0,12,12,12,0,0,39239.0,578.0301691120146,62.71317888095506,179.7424250626221,12,12,25559.0,25559.0,2147.0,10698.0,835.0,0.6513672621626443,0.6513672621626443,0.05471597135502943,0.27263691735263385,0.0212798491296924,0.0
F84718,12,12,12,167126.0,13927.166666666666,0.8316008316008316,33905.0,26677.0,7228.0,0.0,202.8708878331319,0.7868161038194956,0.21318389618050435,0.0,0.0,17.640703743990333,78937,72523,4251,2163,61754,17182,0,0,1,0,33776,6046,15088,14763,4435,2625,2108,9168,96,0,472.3202852937305,0.0538530727035484,0.7823200780369155,0.21766725363264375,0.4278855289661376,0.07659272584466094,0.19113976968975258,0.26773249553441353,0.18702256229651495,0.6956180245005511,0.11614325348062379,50.281857266315335,0,0,0,12,12,12,0,0,76895.0,460.10195900099325,51.236207142648375,140.55591871047199,12,12,46650.0,47357.0,6674.0,22801.0,62.0,0.606671435073802,0.61586579101372,0.08679367969308797,0.2965212302490409,0.0008062942974185578,0.015155412647374062
F84730,12,12,12,114811.0,9567.583333333334,0.5455308434746118,22096.0,16427.0,5669.0,0.0,192.4554267448241,0.7434377262853005,0.2565622737146995,0.0,0.0,19.275741523136748,30759,28117,2186,456,16011,14689,0,51,8,0,8691,2439,8593,6324,2209,1442,1053,4704,8,0,267.9098692633981,0.07106863031958126,0.5205305764166586,0.47755128580252937,0.2825514483565786,0.07929386521018239,0.27936538899183977,0.35865925420202216,0.20559836145518384,0.6412107025586007,0.15293084950746122,27.897800301411323,0,0,0,12,12,12,0,0,45536.0,396.61704888904376,33.42812474180935,82.5563057119603,12,12,25801.0,25801.0,5303.0,9090.0,5342.0,0.5666066408995081,0.5666066408995081,0.11645730850316233,0.19962227687983133,0.11731377371749824,0.0
F84731,12,12,12,28412.0,2367.6666666666665,1.8478727975934681,621.0,476.0,145.0,0.0,21.856961847106856,0.7665056360708534,0.23349436392914655,0.0,0.0,5.687556820045875,20280,17850,1098,1332,18355,1910,0,0,15,0,11035,2393,2790,1058,480,435,2062,2977,27,0,713.7829086301563,0.05414201183431953,0.9050788954635108,0.09418145956607495,0.5441321499013807,0.11799802761341223,0.13757396449704143,0.25557199211045367,0.05216962524654832,0.7997041420118344,0.1467948717948718,62.66370857030403,0,0,0,12,12,12,0,0,12467.0,438.793467548923,54.3352745851943,110.87581301144695,12,12,7097.0,7097.0,795.0,4388.0,187.0,0.5692628539343868,0.5692628539343868,0.06376834843988129,0.35196919868452714,0.01499959894120478,0.0
F84740,12,12,12,49796.0,4149.666666666667,1.9412643106022895,541.0,121.0,293.0,127.0,10.86432645192385,0.22365988909426987,0.5415896487985212,0.23475046210720887,0.0,2.0506256079253733,22940,18368,3826,746,16754,6186,0,0,0,0,5552,3432,10554,2184,589,334,283,1206,12,0,460.67957265643827,0.16678291194420228,0.7303400174367917,0.2696599825632084,0.24202266782911944,0.14960767218831736,0.4600697471665214,0.6096774193548388,0.0952048823016565,0.8517000871839582,0.052571926765475153,61.32678588270404,0,0,0,12,12,12,0,0,28653.0,575.4076632661258,53.8488603972839,177.10154592153413,12,12,19039.0,19039.0,2671.0,5858.0,1085.0,0.6644679440198235,0.6644679440198235,0.09321886015425959,0.2044463057969497,0.0378668900289673,0.0
F84747,12,12,12,324662.0,27055.166666666668,1.0976187871494731,54907.0,34711.0,20196.0,0.0,169.12050070534895,0.6321780465150163,0.3678219534849837,0.0,0.0,13.507419789619224,131881,120812,7315,3754,50378,48302,0,353,32848,0,65885,13755,31977,14309,3001,1809,1108,5918,37,0,406.21015086459147,0.05546667071071648,0.38199589023437797,0.36625442633889643,0.49957916606637803,0.10429857219766304,0.24246858910684632,0.34676716130450935,0.10849932894048422,0.8463463273708874,0.0448737877328804,47.76951060446281,0,0,0,12,12,12,0,0,111492.0,343.4094535239726,28.79326052916572,78.3304539946966,12,12,44484.0,45259.0,8549.0,40902.0,16536.0,0.39898826821655364,0.4059394396010476,0.07667814731101782,0.36686040254009256,0.14831557421160263,0.017421994424961784
F85008,12,12,12,141093.0,11757.75,1.2901549917741795,9510.0,6230.0,3280.0,0.0,67.40235164040739,0.655099894847529,0.3449001051524711,0.0,0.0,9.904529835822018,65662,59802,4405,1455,30891,31102,3414,197,58,0,28859,5652,15034,9454,4203,1578,854,6635,28,0,465.38098984357833,0.0670859858060979,0.47045475312966406,0.4736681794645305,0.43950839145929155,0.08607718315007158,0.22896043373640768,0.31503761688647924,0.14397977521245164,0.7545460083457708,0.1010477901982882,28.499017367131724,0,0,0,12,12,12,0,0,70259.0,497.9623368983578,39.3227713973919,118.33906388397224,12,12,32986.0,32990.0,3235.0,26773.0,7261.0,0.469491453052278,0.46954838526025133,0.04604392319845144,0.38106150101766323,0.10334619052363399,0.00012126356636148669
F85014,12,12,12,198260.0,16521.666666666668,0.8056273672819094,10593.0,3316.0,7277.0,0.0,53.42983960455967,0.3130369111677523,0.6869630888322477,0.0,0.0,5.306287554385855,58097,51157,2779,4161,37021,17419,5,691,2961,0,21230,3891,16390,10942,2749,1620,1252,5621,23,0,293.034399273681,0.047833795204571664,0.6372273955625936,0.2998261528133983,0.3654233437182643,0.06697419832349347,0.28211439489130247,0.3490885932147959,0.1883401896827719,0.7145119369330603,0.09675198375131246,36.04710589933945,0,0,0,12,12,12,0,0,105603.0,532.6490467063452,34.27110395082219,206.017130344416,12,12,52547.0,52553.0,4785.0,36579.0,11686.0,0.4975900305862523,0.49764684715396346,0.04531121274963779,0.3463822050509929,0.11065973504540591,0.00011418349287304698
F85019,12,12,12,177092.0,14757.666666666666,0.5521472392638037,29580.0,22340.0,7240.0,0.0,167.03182526596345,0.7552400270453009,0.24475997295469912,0.0,0.0,35.555324525510144,52317,47062,2711,2544,46560,4536,372,255,594,0,29207,3664,12321,4245,1228,808,840,2876,4,0,295.42271813520654,0.05181872049238297,0.8899592866563449,0.08670221916394288,0.5582697784658907,0.07003459678498385,0.23550662308618614,0.30554121987117,0.08113997362234072,0.8638109983370607,0.05497257105720894,27.268655999947157,0,0,0,12,12,12,0,0,81821.0,462.02538793395524,38.69256096436354,247.8325558298174,12,12,45569.0,45782.0,6349.0,29639.0,51.0,0.5569352611187837,0.5595385047848352,0.0775962161303333,0.36224196722112906,0.0006233118637024725,0.004674230288134478
F85020,12,12,12,121802.0,10150.166666666666,1.3075722092115536,13842.0,6031.0,7811.0,0.0,113.64345413047405,0.43570293310215286,0.5642970668978471,0.0,0.0,8.020348618091182,95910,86253,1917,7740,24405,54371,11291,15,5828,0,68679,7850,8820,4719,1641,1309,2868,5818,24,0,787.4254938342556,0.019987488270253363,0.2544573037222396,0.5668960483786883,0.7160775727244292,0.08184756542592013,0.09196121363778542,0.17380877906370557,0.04920237722865186,0.8898863517881347,0.06066103638828068,70.21323536658043,0,0,0,12,12,12,0,0,66176.0,543.3079916585934,45.408930822959285,127.05087952986247,12,12,45515.0,45516.0,5512.0,12819.0,2329.0,0.6877871131528046,0.6878022243713733,0.08329303675048357,0.19371071083172148,0.03519402804642166,2.1970778864110734e-05
F85033,12,12,12,249773.0,20814.416666666668,0.41507794777740237,3136.0,2015.0,1121.0,0.0,12.555400303475556,0.6425382653061225,0.35746173469387754,0.0,0.0,2.606513042416103,92252,76626,7100,8526,86487,5131,634,0,0,0,55996,4825,11374,13723,4583,1144,605,6332,2,0,369.3433637743071,0.07696310107097949,0.9375081299050427,0.05561939036552053,0.6069895503620518,0.05230238910809522,0.1232927199410311,0.1755951090491263,0.14875558253479598,0.782584659411178,0.06863807830724537,36.425138457169744,0,0,0,12,12,12,0,0,155180.0,621.2841259863957,86.17537259277829,346.91482722038575,12,12,61640.0,61646.0,11203.0,43589.0,38742.0,0.3972161361000129,0.3972548008764016,0.07219358164711948,0.2808931563345792,0.24965846114189974,9.733939000648929e-05
F85039,12,12,12,87044.0,7253.666666666667,1.1316588462600055,2442.0,609.0,345.0,1488.0,28.05477689444419,0.2493857493857494,0.14127764127764128,0.6093366093366094,0.0,5.087496887134787,23673,20595,2279,799,20073,3244,0,0,356,0,7520,1510,3208,2867,2794,3082,2689,8565,3,0,271.9659023022839,0.0962700122502429,0.8479280192624509,0.13703375153128036,0.3176614708739915,0.06378574747602754,0.13551303172390486,0.19929877919993239,0.12110843577070925,0.5169602500739239,0.36180458750475225,34.580743015835985,0,0,0,12,12,12,0,0,56625.0,650.5330637378797,69.75662637394258,236.47859879980444,12,12,34500.0,34500.0,3683.0,17870.0,572.0,0.609271523178808,0.609271523178808,0.06504194260485652,0.3155849889624724,0.010101545253863135,0.0
F85063,12,12,12,210886.0,17573.833333333332,0.38649539615778106,6162.0,2445.0,3717.0,0.0,29.21957835038836,0.3967867575462512,0.6032132424537487,0.0,0.0,4.0975493129468195,76497,73892,1924,681,53313,23184,0,0,0,0,43972,5550,15486,7624,2150,1140,565,3855,10,0,362.74100698955834,0.02515131312339046,0.6969292913447587,0.3030707086552414,0.5748199275788592,0.07255186477901095,0.20243931134554297,0.2749911761245539,0.09966403911264494,0.8498111037034132,0.05039413310325895,38.611567028900474,0,0,0,12,12,12,0,0,102358.0,485.37124323093997,53.06633658460459,126.1776640018386,12,12,58502.0,58579.0,4275.0,33486.0,6018.0,0.5715430156900291,0.5722952773598546,0.04176517712342953,0.32714589968541785,0.058793645831297994,0.0013161943181429696
F85069,12,12,12,103554.0,8629.5,0.935781962802667,34538.0,19287.0,15251.0,0.0,333.52646928172743,0.5584283977068736,0.4415716022931264,0.0,0.0,27.07453828238137,68079,55663,2471,9945,20972,24040,22941,114,12,0,40898,4190,10613,6173,3331,1710,1130,6171,34,0,657.4251115360101,0.036296067803581133,0.3080538785822353,0.35311917037559304,0.6007432541606075,0.0615461449198725,0.15589241910133816,0.21743856402121067,0.09067406983063793,0.8181818181818182,0.09064469219583131,65.7237939481079,0,0,0,12,12,12,0,0,44399.0,428.7521486374259,33.630749019438866,117.95586765683521,12,12,29592.0,29596.0,1757.0,12802.0,227.0,0.6665014977814816,0.6665915899006735,0.03957296335503052,0.28833982747359177,0.005112727764138832,0.00013517166801838335
F85072,12,12,12,114769.0,9564.083333333334,1.2505298855447222,1426.0,519.0,318.0,589.0,12.424957959030749,0.36395511921458623,0.22300140252454417,0.41304347826086957,0.0,2.2661730545742995,41136,37990,1905,1241,27088,13426,528,35,59,0,15871,3710,11682,6875,2059,672,257,2988,10,0,358.4243131856163,0.0463098016336056,0.6584986386619992,0.3263807856865033,0.385817775184753,0.09018864255153637,0.2839848308051342,0.37417347335667056,0.1671285492026449,0.7599912485414235,0.07263710618436406,32.819973628371514,0,0,0,12,12,12,0,0,91466.0,796.9573665362598,90.71151230349817,297.2957975239001,12,12,49581.0,49670.0,7488.0,31710.0,2598.0,0.5420702774801566,0.5430433166422496,0.08186648590733168,0.34668620033673714,0.028403997113681585,0.0017950424557794317
F85615,12,12,12,70923.0,5910.25,1.5792154865002548,509.0,277.0,232.0,0.0,7.1767973717975835,0.5442043222003929,0.45579567779960706,0.0,0.0,1.8323144531450557,21711,18874,2099,738,17891,3323,0,0,497,0,6850,2149,7522,2894,1292,656,348,2296,0,0,306.12072247366865,0.09667910275897011,0.8240523237068766,0.15305605453456772,0.31550826769840173,0.09898208281516283,0.3464603196536318,0.44544240246879463,0.13329648565243424,0.7609506701671963,0.1057528441803694,44.57225030423895,0,0,0,12,12,12,0,0,36485.0,514.431143634646,38.59736309130606,207.81924270014883,12,12,22279.0,22279.0,5178.0,7503.0,1525.0,0.6106345073317802,0.6106345073317802,0.1419213375359737,0.20564615595450186,0.04179799917774428,0.0
F85623,12,12,12,56127.0,4677.25,0.7817451933234736,854.0,670.0,184.0,0.0,15.2154934345324,0.7845433255269321,0.2154566744730679,0.0,0.0,3.0516518090050355,16305,14817,1286,202,11416,4889,0,0,0,0,8028,978,2402,2306,1622,586,360,2568,23,0,290.50189748249505,0.07887151180619442,0.7001533272002454,0.2998466727997547,0.49236430542778287,0.05998160073597056,0.14731677399570683,0.2072983747316774,0.14142900950628642,0.6996626801594603,0.15749770009199632,24.321984711595665,0,0,0,12,12,12,0,0,37271.0,664.0476063213783,61.7850717640338,196.55519133332052,12,12,17996.0,17996.0,3252.0,13225.0,2798.0,0.48284188779480025,0.48284188779480025,0.08725282391135199,0.354833516675163,0.07507177161868477,0.0
F85625,12,12,12,82907.0,6908.916666666667,0.34712178189181375,6477.0,3722.0,2755.0,0.0,78.12368075072068,0.5746487571406516,0.42535124285934844,0.0,0.0,8.49684809533196,32169,28583,1732,1854,17034,11434,3616,85,0,0,13807,3101,5273,3616,3692,1678,1000,6370,2,0,388.0130748911431,0.05384065404582051,0.5295159936584911,0.35543535702073425,0.42920202679598374,0.09639715253815785,0.16391557089123068,0.26031272342938855,0.11240635394323728,0.6895147502253722,0.1980167241754484,40.79268513070136,0,0,0,12,12,12,0,0,46073.0,555.7190587043314,66.7360418726003,190.0003175148757,12,12,27473.0,27533.0,2055.0,15504.0,981.0,0.5962928396240749,0.5975951207865778,0.04460312981572721,0.3365094523907712,0.021292297006923797,0.0021839624358461034
F85634,12,12,12,113649.0,9470.75,0.3396306516663129,26629.0,16606.0,8637.0,1386.0,234.30914482309566,0.6236058432535957,0.3243456382139772,0.052048518532427056,0.0,16.46143935984779,32494,20690,2156,9648,15502,12901,0,0,4091,0,11490,5144,11110,3473,878,212,177,1267,10,0,285.9154062068298,0.06635071090047394,0.4770726903428325,0.3970271434726411,0.35360374222933466,0.15830614882747585,0.34190927555856465,0.5002154243860405,0.1068812703883794,0.8538191666153752,0.038991813873330464,39.404649661064454,0,0,0,12,12,12,0,0,34797.0,306.17955283372487,20.30362993663349,68.21175706663382,12,12,14542.0,14542.0,9963.0,9559.0,733.0,0.4179095899071759,0.4179095899071759,0.28631778601603586,0.27470758973474724,0.021065034342040982,0.0
F85640,12,12,12,78845.0,6570.416666666667,1.3224665538982008,2264.0,1756.0,508.0,0.0,28.71456655463251,0.7756183745583038,0.22438162544169613,0.0,0.0,18.244486883622546,28146,25449,1641,1056,9970,15530,2441,93,112,0,10435,2167,6327,3851,2903,1785,675,5363,3,0,356.9788826177944,0.05830313366020038,0.35422440133589145,0.5517657926525972,0.37074539899097564,0.07699140197541392,0.22479215519079088,0.3017835571662048,0.1368222838058694,0.6725289561571804,0.19054217295530448,42.789601919232354,0,0,0,12,12,12,0,0,38835.0,492.54867144397235,39.46024644967437,145.20931058519432,12,12,26783.0,26783.0,3400.0,8197.0,455.0,0.6896613879232651,0.6896613879232651,0.0875498905626368,0.2110724861593923,0.011716235354705807,0.0
F85642,12,12,12,108469.0,9039.083333333334,0.8547945205479452,7713.0,4883.0,2830.0,0.0,71.10787413915497,0.6330869959808116,0.36691300401918836,0.0,0.0,8.101261171274428,30198,27936,1649,613,18782,11212,144,0,60,0,11085,2954,6036,7426,1730,527,438,2695,2,0,278.40212410919247,0.05460626531558381,0.6219617193191602,0.37128286641499436,0.3670772898867475,0.09782104775150673,0.19988078680707333,0.29770183455858007,0.2459103251870985,0.6647791244453275,0.08924432081594807,34.58696179367266,0,0,0,12,12,12,0,0,56877.0,524.3617992237414,34.314211577547375,121.89128339970244,12,12,36527.0,36527.0,3174.0,15872.0,1304.0,0.6422103838106792,0.6422103838106792,0.055804631045941244,0.2790583188283489,0.02292666631503068,0.0
F85666,12,12,12,47522.0,3960.1666666666665,0.8611955420466059,9186.0,7362.0,1824.0,0.0,193.29994528849795,0.8014369693011104,0.19856303069888961,0.0,0.0,24.11793273948697,17984,16947,906,131,7519,10335,103,0,27,0,8688,3014,5085,921,174,77,25,276,0,0,378.43525104162285,0.05037811387900356,0.4180938612099644,0.5746774911032029,0.4830960854092527,0.16759341637010677,0.28275133451957296,0.45034475088967973,0.05121218861209965,0.9334408362989324,0.01534697508896797,45.29183036171171,0,0,0,12,12,12,0,0,17853.0,375.6786330541644,40.35541187094669,106.49042526415246,12,12,5747.0,5747.0,3473.0,7209.0,1424.0,0.3219066823503053,0.3219066823503053,0.19453313168655129,0.40379768106200636,0.07976250490113707,0.0
F85676,12,12,12,67407.0,5617.25,0.35467281432878167,9814.0,8645.0,1169.0,0.0,145.59318765113414,0.8808844507845934,0.11911554921540657,0.0,0.0,21.945096020097182,26709,23376,2093,1240,16073,8981,1368,62,225,0,6199,3328,9418,5508,1351,504,384,2239,17,0,396.23481240820684,0.07836309858100265,0.6017821708038489,0.3362536972556067,0.23209405069452244,0.12460219401699801,0.3526152233329589,0.47721741734995693,0.20622262158822868,0.7093114680444794,0.08382942079448875,60.68107950124991,0,0,0,12,12,12,0,0,31320.0,464.64017090213184,62.000556845026864,219.3255874043781,12,12,20469.0,22326.0,1562.0,7387.0,40.0,0.653544061302682,0.7128352490421456,0.04987228607918263,0.23585568326947637,0.001277139208173691,0.090722556060384
F85688,12,12,12,126047.0,10503.916666666666,0.673688205712117,26522.0,22064.0,4458.0,0.0,210.4135758883591,0.831913128723324,0.16808687127667596,0.0,0.0,21.319203658167023,73549,68322,1818,3409,17737,45624,9020,5,1163,0,51718,3936,7825,5860,2349,874,984,4207,3,0,583.5045657572175,0.024718215067506016,0.24115895525432024,0.6203211464465866,0.703177473521054,0.053515343512488274,0.10639165726250527,0.15990700077499354,0.07967477464003589,0.8630844742960475,0.05719996193014181,63.33697537840987,0,0,0,12,12,12,0,0,56477.0,448.0630241100542,43.55910068379799,116.140167959834,12,12,35381.0,35393.0,3179.0,16679.0,1226.0,0.6264674115126512,0.6266798873877861,0.056288400587849924,0.295323760114737,0.02170795190962693,0.0003391650886068794
F85700,12,12,12,97683.0,8140.25,1.2764405543398978,1397.0,798.0,599.0,0.0,14.301362570764617,0.5712240515390121,0.4287759484609878,0.0,0.0,2.327236952091643,30793,27341,2686,766,19027,11679,37,40,10,0,10468,4411,9497,4879,1157,287,51,1495,43,0,315.2339711106334,0.08722761666612541,0.6179001721170396,0.37927451044068455,0.33994739064073004,0.14324684181469816,0.3084142499918813,0.45166109180657943,0.1584451011593544,0.7916084824473094,0.048549995128763034,39.11516046062992,0,0,0,12,12,12,0,0,40139.0,410.91080331275657,34.55469141070339,130.8609455892667,12,12,21461.0,21461.0,7224.0,8340.0,3114.0,0.534667032063579,0.534667032063579,0.1799745883056379,0.20777797154886768,0.07758040808191534,0.0
F85701,12,12,12,152587.0,12715.583333333334,1.1619634811477355,7654.0,3758.0,3896.0,0.0,50.161547182918596,0.49098510582701854,0.5090148941729814,0.0,0.0,6.469104854109671,61542,55105,3857,2580,38082,18446,4831,0,183,0,23789,6711,13825,7851,4685,2710,1840,9235,131,0,403.32400532155424,0.06267264632283644,0.6187969191771473,0.2997302655097332,0.3865490234311527,0.10904747976991323,0.22464333300835201,0.33369081277826523,0.12757141464365798,0.720239836209418,0.15006012154301127,41.442853794026064,0,0,0,12,12,12,0,0,71140.0,466.2258252668969,36.34275240734125,169.3750128506514,12,12,30894.0,30894.0,12793.0,16682.0,10771.0,0.43427045262861963,0.43427045262861963,0.17982850716896262,0.23449536125948833,0.15140567894292944,0.0
